,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.2.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0556G,1.83,2.43,2.60,1.66,2.93,2.73,15.40,2.06,3.79,2.74,3.14,5.03,152.31,91.48,92.96,47.24,70.58,50.15,18.80,24.75,67.56,92.53,45.02,71.89
VNG_0557H,106.63,101.98,104.40,90.07,100.15,77.16,123.96,156.85,150.95,277.93,311.55,292.94,0.00,4.70,20.19,48.52,11.07,17.70,0.00,0.00,29.35,0.00,0.00,0.00
VNG_0559G,298.89,252.82,219.93,157.44,159.33,116.50,77.68,63.43,58.06,73.93,69.76,79.74,171.67,110.88,52.96,63.62,43.56,23.21,69.62,73.32,57.74,22.84,71.44,133.11
VNG_0560C,62.99,60.55,66.85,77.06,63.06,50.52,35.06,59.14,44.99,27.00,33.00,30.26,34.02,38.45,22.45,22.06,47.00,29.52,8.05,12.71,53.39,52.81,16.52,15.39
VNG_0562C,50.08,51.06,51.05,60.75,52.35,40.51,25.81,49.20,34.77,23.00,26.85,21.14,0.00,5.33,33.11,4.59,8.38,10.05,0.00,15.87,16.66,13.18,6.87,0.00
VNG_0563G,57.66,53.15,52.32,64.61,60.30,44.12,32.01,57.45,45.50,27.53,32.72,29.71,95.32,93.37,106.36,74.18,84.66,99.25,175.89,99.74,119.68,142.06,120.33,336.30
VNG_0564H,96.84,106.04,98.91,120.69,109.72,85.03,65.68,102.78,91.25,57.79,56.28,49.51,33.61,25.33,60.49,0.00,39.80,31.82,95.41,0.00,26.38,31.31,0.00,0.00
VNG_0565C,177.80,189.81,188.76,211.62,214.97,160.99,142.41,163.45,162.57,100.53,99.39,99.41,0.00,14.39,20.61,74.29,33.91,27.11,0.00,0.00,0.00,106.70,0.00,155.43
VNG_0566C,62.94,54.13,56.08,71.79,59.54,45.47,32.49,69.33,53.78,32.75,30.20,24.44,0.00,13.66,19.58,0.00,0.00,25.75,0.00,20.33,21.34,0.00,0.00,0.00
VNG_0568C,301.88,251.69,300.01,351.35,305.76,261.63,184.01,280.07,286.66,162.45,152.46,110.42,0.00,0.00,0.00,0.00,0.00,0.00,557.74,0.00,0.00,366.00,0.00,0.00
VNG_0570H,2172.03,2017.43,1942.59,2805.15,2183.94,1821.67,1202.56,2150.97,2103.83,1334.65,1352.52,1086.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2219.96,0.00
VNG_0571C,135.55,113.35,116.61,131.53,119.41,100.65,63.76,120.02,96.56,52.59,60.86,51.12,582.53,683.64,842.29,709.97,749.32,922.22,898.15,690.60,1103.43,916.82,1160.63,872.24
VNG_0572G,38.20,37.27,25.92,25.29,29.89,23.41,21.36,21.04,23.46,13.85,14.21,11.55,9.18,9.22,9.91,5.95,5.44,8.69,13.03,0.00,0.00,8.55,26.75,24.92
VNG_0573C,193.00,180.85,179.92,161.05,153.94,175.01,84.05,97.07,83.92,70.21,68.63,86.81,54.74,45.83,39.40,59.17,64.82,17.27,25.90,68.19,14.32,0.00,70.88,49.52
VNG_0574C,217.17,174.20,185.12,245.66,218.33,199.30,136.18,183.38,122.32,55.48,59.02,42.02,0.00,99.83,95.37,85.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,359.56
VNG_0575G,77.96,66.61,69.81,63.89,66.41,59.62,71.65,74.92,57.97,25.16,37.44,29.20,8.16,34.82,14.68,21.16,38.63,42.46,46.31,18.29,38.40,15.19,15.84,0.00
VNG_0576C,19.80,17.78,13.77,15.08,17.70,15.78,54.49,34.36,34.46,19.03,30.95,26.54,398.22,350.07,250.82,355.09,412.63,235.60,141.31,37.20,546.87,46.37,96.67,0.00
VNG_0578H,876.31,794.51,675.17,629.92,685.02,590.11,387.28,319.21,323.38,228.35,199.62,193.48,672.98,863.94,753.58,775.89,575.58,849.40,424.56,223.55,674.81,243.78,363.06,913.20
VNG_0579H,1326.44,1552.75,1412.84,1111.92,1341.42,1428.84,1027.60,822.22,1383.05,1073.95,952.71,1313.40,128.10,257.40,230.53,83.07,75.85,121.26,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0581H,205.70,224.33,218.17,187.80,204.00,198.42,258.34,224.22,284.43,288.81,251.04,319.80,194.39,219.72,244.88,0.00,115.10,0.00,137.96,72.64,152.55,0.00,0.00,263.78
VNG_0582C,682.36,725.18,730.59,797.20,739.19,652.02,435.02,796.77,714.37,967.43,902.72,920.08,79.59,27.99,22.92,30.97,56.55,22.60,0.00,11.90,12.49,0.00,15.46,43.20
VNG_0583G,470.36,468.73,455.03,535.49,455.31,389.05,347.63,479.48,423.66,554.08,512.09,501.63,132.03,47.90,52.80,47.57,17.37,41.66,104.12,43.86,11.51,40.99,56.98,0.00
VNG_0584H,754.67,766.99,701.24,770.67,739.52,639.29,661.16,744.19,670.81,941.64,856.61,866.08,256.52,164.65,143.62,129.39,244.71,134.90,242.74,351.49,268.40,477.88,166.07,270.73
VNG_0585H,677.53,669.09,591.00,664.09,617.66,555.25,457.44,546.72,485.98,658.50,530.79,641.12,48.19,0.00,34.69,31.25,28.53,0.00,0.00,36.02,0.00,0.00,46.80,130.78
VNG_0586C,877.84,930.48,761.92,760.57,812.64,804.67,637.58,620.65,676.87,883.26,779.46,874.88,0.00,46.11,52.86,71.43,65.22,43.45,0.00,13.72,28.81,85.50,35.65,49.82
VNG_0587H,62.60,47.63,42.66,39.96,37.97,33.44,29.68,38.45,30.39,33.88,35.70,29.98,12.63,3.17,9.09,16.38,29.91,35.86,35.85,37.75,19.82,11.76,36.79,34.27
VNG_0590H,36.05,32.34,41.93,26.89,27.60,25.15,29.58,20.99,16.28,14.29,15.12,17.03,0.00,148.71,67.29,101.04,73.80,117.99,0.00,23.29,122.27,29.03,30.26,169.14
VNG_0591C,25.47,22.88,23.85,21.29,22.48,16.41,31.85,42.97,35.81,22.19,29.20,26.56,202.18,132.03,94.60,118.00,59.86,76.55,28.70,75.55,63.46,225.99,39.27,54.87
VNG_0592G,283.17,293.87,247.57,248.00,246.79,218.58,208.29,170.77,124.29,178.11,152.12,171.80,0.00,32.68,60.21,24.11,44.02,43.98,26.38,27.78,29.17,51.94,54.15,50.44
VNG_0593G,92.24,81.39,84.03,74.39,72.66,79.35,32.59,30.05,19.24,11.79,14.05,14.69,0.00,50.49,32.16,50.70,39.68,31.71,47.56,25.04,43.82,31.21,43.38,0.00
VNG_0594H,36.15,32.00,27.72,27.84,27.77,30.41,47.47,44.20,40.42,36.52,39.47,32.76,0.00,35.27,176.89,227.66,83.15,99.69,0.00,52.47,55.10,326.99,0.00,0.00
VNG_0595H,27.86,27.65,26.69,34.14,31.30,26.10,60.64,58.78,51.22,45.49,50.95,45.33,368.60,375.77,304.36,449.96,308.12,389.97,153.88,178.26,187.16,121.18,357.94,294.22
VNG_0596H,105.79,106.87,95.70,77.60,113.41,86.80,167.24,151.75,110.66,95.48,123.95,155.75,0.00,337.10,241.53,0.00,0.00,1588.07,0.00,0.00,0.00,625.06,651.65,0.00
VNG_0597H,159.39,181.11,169.89,118.58,162.04,222.05,232.76,194.06,176.18,76.78,166.75,111.55,133.86,112.07,128.48,144.68,26.42,21.12,0.00,0.00,70.03,124.69,0.00,0.00
VNG_0598C,25.95,21.77,21.95,16.54,16.56,17.14,9.38,7.73,7.19,2.77,3.82,4.28,79.36,148.07,130.57,161.75,114.12,96.58,0.00,76.26,88.96,31.68,55.04,61.53
VNG_0599C,259.20,239.88,236.96,157.28,175.08,237.82,67.64,78.75,80.49,74.26,84.82,78.02,205.87,25.85,74.10,66.75,182.85,194.88,146.11,230.80,80.78,191.76,99.96,0.00
VNG_0600C,81.01,77.10,55.47,53.13,51.07,48.21,18.21,20.99,16.78,6.28,6.04,6.17,0.00,28.03,21.91,6.58,6.01,4.80,28.80,7.58,47.77,0.00,0.00,27.53
VNG_0601H,214.26,185.47,151.08,120.99,125.77,110.20,89.50,56.31,44.98,67.81,44.85,41.82,316.71,596.60,284.97,616.16,375.05,374.75,224.77,236.70,621.33,442.50,153.77,429.75
VNG_0602C,24.99,23.13,32.44,36.55,37.65,43.08,94.05,123.75,104.31,57.14,80.55,60.19,0.00,86.36,74.25,22.30,0.00,48.82,97.61,0.00,0.00,0.00,0.00,0.00
VNG_0604H,112.38,110.66,100.31,126.71,181.63,131.39,597.76,289.71,381.60,394.03,342.01,405.97,0.00,0.00,74.10,0.00,60.95,48.72,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0606G,293.00,269.54,281.56,320.64,309.83,281.45,292.05,391.63,409.23,235.61,283.00,246.49,187.04,245.74,238.21,186.62,110.75,245.16,61.27,96.78,146.78,67.01,125.75,234.28
VNG_0608C,80.07,63.42,68.28,55.86,35.78,46.29,36.41,48.29,38.58,15.86,23.83,21.14,673.87,666.45,773.11,628.21,448.89,538.23,478.26,157.39,462.71,470.77,327.19,342.91
VNG_0609C,340.98,329.90,287.34,223.67,196.14,239.45,156.37,138.31,151.75,98.29,92.33,88.96,20.08,116.01,79.51,221.40,23.78,152.08,114.02,30.02,31.52,37.41,58.50,0.00
VNG_0610G,17.40,17.63,14.35,15.03,14.38,14.46,8.78,6.36,5.69,2.93,4.59,5.39,0.00,24.59,5.03,0.00,16.56,26.48,19.85,0.00,10.97,0.00,0.00,0.00
VNG_0611H,20.94,35.39,35.72,34.60,45.46,43.22,120.71,29.13,44.17,25.19,24.05,45.95,57.56,40.48,53.86,82.12,47.71,70.83,65.36,43.02,36.13,75.06,145.32,187.44
VNG_0612H,38.99,44.53,55.67,32.97,64.35,68.79,205.57,28.10,44.93,20.90,20.52,69.64,0.00,79.99,114.62,206.53,0.00,0.00,0.00,0.00,249.91,0.00,0.00,0.00
VNG_0613H,7.65,10.72,10.45,10.10,14.64,12.04,77.98,20.48,30.09,84.94,94.04,104.34,383.45,365.99,414.04,895.23,385.98,326.68,1415.15,831.11,601.82,428.61,446.84,1144.72
VNG_0614G,9.78,11.10,11.53,12.34,12.70,11.90,51.63,32.59,42.46,182.29,175.21,218.84,223.70,282.28,373.83,314.33,261.76,307.56,400.70,258.75,484.85,357.21,656.87,650.47
VNG_0615C,8.15,8.48,8.82,8.47,8.05,8.66,13.17,7.88,8.91,4.02,4.86,5.83,43.74,42.38,31.49,24.32,33.30,59.15,8.87,32.69,19.62,29.10,42.48,0.00
VNG_0617H,186.25,182.70,253.65,604.60,453.42,517.48,355.09,892.63,585.11,293.68,366.69,263.74,122.99,185.35,324.62,283.59,210.38,297.53,562.52,245.12,900.81,318.22,597.17,593.39
VNG_0620G,226.54,237.35,333.20,773.31,577.12,664.31,451.42,1102.23,721.87,358.48,387.94,316.67,0.00,19.27,23.02,66.35,30.29,36.32,54.46,28.68,30.11,47.65,12.42,104.13
VNG_0622H,20.54,18.20,20.33,24.95,32.43,22.36,48.40,42.94,35.78,60.33,67.36,66.68,10.84,13.62,11.71,21.10,6.42,5.13,0.00,8.10,17.02,10.10,21.06,29.43
VNG_0623G,43.55,42.87,43.24,47.13,50.13,43.19,65.52,57.25,51.13,14.79,18.10,17.93,34.21,37.23,41.04,22.19,37.14,24.29,24.28,8.52,0.00,47.80,38.76,15.47
VNG_0624H,26.79,23.09,21.08,26.13,20.33,18.51,15.47,14.08,7.34,4.33,5.78,8.67,206.05,103.51,49.44,44.54,162.67,0.00,0.00,102.67,53.90,0.00,0.00,186.40
VNG_0626G,52.88,47.05,41.14,43.52,49.41,42.69,51.02,29.19,30.32,12.85,17.41,21.96,65.74,16.51,82.82,21.32,77.86,77.79,93.32,49.14,77.39,61.24,0.00,89.21
VNG_0627G,15.65,13.96,13.10,19.65,19.58,16.31,32.84,34.70,24.49,15.54,18.87,13.65,101.02,69.78,59.09,49.14,52.34,65.75,35.85,0.00,89.19,23.52,12.26,0.00
VNG_0628G,321.38,329.19,314.43,287.50,288.16,254.34,323.56,276.38,295.55,42.33,53.77,50.52,743.37,380.79,528.07,475.74,272.20,421.28,513.70,562.90,521.94,482.87,607.89,424.72
VNG_0629G,143.98,118.26,112.38,132.30,111.35,104.32,89.57,153.26,115.68,105.47,127.90,99.15,409.88,687.12,610.68,785.07,451.52,681.25,189.42,256.47,441.33,71.03,55.54,129.35
VNG_0630G,134.48,119.64,119.27,94.82,115.99,119.71,79.22,119.32,111.37,102.44,163.51,96.77,44.62,22.41,0.00,57.87,0.00,21.12,0.00,33.35,35.01,0.00,0.00,0.00
VNG_0631C,12.05,10.36,11.50,10.24,10.58,10.00,10.23,5.92,4.40,2.87,4.12,4.05,0.00,18.17,6.01,25.26,16.47,50.03,0.00,16.63,17.46,10.37,0.00,15.10
VNG_0632G,77.42,62.85,83.79,261.82,461.65,105.98,83.89,73.49,43.42,108.63,117.27,80.57,0.00,22.70,32.53,13.03,11.89,38.03,14.26,22.52,70.93,0.00,78.03,0.00
VNG_0633G,109.02,89.81,124.60,542.19,779.20,159.92,129.43,141.60,69.56,219.15,209.08,119.37,218.41,164.57,220.11,113.31,116.39,124.05,434.02,114.26,274.23,162.75,318.13,592.73
VNG_0635G,2137.49,2706.49,2707.54,2150.39,2366.07,2536.21,2020.94,1320.08,1585.00,1050.73,867.39,1189.80,384.45,225.31,169.12,166.21,354.10,121.31,242.53,191.56,167.61,358.10,207.41,927.43
VNG_0636G,869.92,856.46,862.29,866.92,736.10,713.58,349.58,475.35,433.86,339.04,280.64,305.90,35.41,40.03,44.61,34.45,20.97,41.90,25.13,26.47,55.58,16.49,0.00,48.05
VNG_0637G,933.55,1004.47,1029.78,955.16,926.48,847.88,461.82,569.22,516.78,406.06,396.54,415.23,42.24,43.96,32.58,43.05,32.16,34.28,102.79,31.57,71.04,67.46,41.02,65.51
VNG_0639G,576.79,587.86,642.57,625.20,547.51,512.34,286.48,390.22,330.04,252.76,246.44,264.63,96.54,48.50,69.50,0.00,42.87,39.98,34.26,54.12,47.35,33.72,23.44,98.25
VNG_0640G,1081.48,1196.81,1298.55,1272.34,1071.50,1004.18,544.80,686.11,596.79,475.15,445.73,489.58,0.00,17.27,24.75,0.00,40.72,16.27,48.80,0.00,0.00,0.00,0.00,0.00
VNG_0641C,864.07,817.32,905.14,983.00,768.28,745.32,228.02,483.90,390.75,256.89,230.66,216.34,0.00,32.17,138.32,0.00,0.00,60.63,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0642C,1165.55,1094.97,1167.45,1254.86,1041.89,968.48,294.80,700.55,484.01,352.46,347.08,328.23,0.00,133.92,0.00,230.52,420.94,84.12,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0643G,468.86,494.95,524.51,582.53,417.92,420.00,101.11,260.08,197.65,137.05,125.05,112.43,0.00,42.69,61.17,165.33,50.32,120.66,120.62,63.51,0.00,0.00,0.00,0.00
VNG_0646G,399.70,426.55,470.59,482.44,423.68,389.78,133.84,239.05,184.99,118.92,117.72,124.99,47.82,36.03,41.31,49.62,42.47,49.79,40.72,89.35,86.31,35.63,65.01,38.93
VNG_0647G,290.69,283.94,323.57,355.93,270.58,258.74,75.40,171.13,116.58,76.48,75.80,75.23,59.47,23.24,33.30,30.00,31.30,21.89,18.76,0.00,51.85,24.62,64.17,35.87
VNG_0648G,269.81,257.80,306.56,327.47,245.41,240.45,61.25,172.51,103.33,68.93,76.65,72.88,8.88,20.08,19.18,34.56,31.55,25.22,12.61,26.55,34.85,24.82,17.25,0.00
VNG_0650C,47.06,37.45,36.30,35.09,31.29,27.18,27.35,22.53,19.79,19.16,19.87,18.26,36.41,42.07,47.18,18.89,12.94,17.23,0.00,43.54,28.58,0.00,7.07,118.59
VNG_0651G,22.42,19.04,22.63,23.58,23.67,19.05,43.48,49.59,40.12,60.14,61.88,69.94,0.00,18.24,20.92,0.00,8.60,13.75,82.48,10.86,102.60,54.13,28.21,0.00
VNG_0652H,48.38,37.58,39.83,68.57,37.89,33.35,50.11,118.57,65.49,38.09,46.38,70.52,0.00,0.00,0.00,496.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0653G,10.89,12.64,12.35,11.95,15.07,10.27,134.62,89.93,206.06,98.62,134.98,140.25,45.55,37.59,28.10,46.42,26.97,24.64,55.42,38.91,81.70,36.37,113.74,141.28
VNG_0654C,37.61,32.02,32.46,24.41,30.02,23.14,127.66,83.36,182.63,67.64,104.27,141.94,33.07,20.76,35.70,32.17,19.58,7.83,46.94,61.78,142.72,15.40,32.11,134.61
VNG_0656H,111.94,84.11,67.22,72.54,81.99,62.45,66.89,70.95,77.00,92.44,87.70,70.33,657.78,413.03,828.62,533.22,97.37,311.33,466.84,983.24,258.09,612.70,479.07,446.29
VNG_0657G,336.76,346.06,328.40,337.35,312.96,241.77,133.04,169.94,127.74,162.26,119.59,155.68,79.52,57.07,59.29,47.89,37.00,59.14,56.44,114.62,62.40,142.85,71.70,493.28
VNG_0659H,1776.54,1448.95,1564.04,1703.18,1089.38,1648.01,338.41,576.10,317.16,293.56,266.94,280.64,192.66,145.17,138.69,374.83,456.31,364.75,820.41,287.99,302.38,358.91,748.36,1045.72
VNG_0660H,111.33,93.09,89.97,69.71,71.68,58.22,33.54,51.41,39.07,63.11,61.49,64.41,0.00,0.00,69.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0662G,228.24,192.63,160.51,155.52,138.92,110.08,50.96,79.08,65.18,61.03,49.95,54.93,81.99,58.35,63.94,132.93,80.92,109.96,116.38,71.49,85.79,50.92,66.35,37.09
VNG_0664G,20.69,19.07,19.08,14.98,15.79,16.68,14.24,18.02,14.93,6.99,11.13,9.59,318.67,351.48,448.82,269.56,221.51,314.77,177.00,82.84,173.96,90.34,67.27,112.81
VNG_0665G,769.65,755.78,778.35,765.51,715.62,688.82,492.29,558.35,563.53,527.16,490.48,520.11,79.17,43.75,91.18,20.54,37.50,37.47,89.90,23.67,24.85,73.74,15.38,85.94
VNG_0666G,113.96,89.39,99.69,100.60,87.07,83.98,38.36,88.36,66.77,59.09,75.11,57.67,31.84,12.00,17.19,10.33,4.71,26.37,33.90,17.85,12.49,0.00,7.73,43.21
VNG_0667G,36.36,30.63,28.49,28.63,24.36,23.65,12.37,19.09,15.79,17.12,23.21,17.81,19.69,19.78,28.34,0.00,11.66,9.32,27.94,14.71,30.90,18.34,57.35,53.43
VNG_0668C,54.86,43.48,50.48,35.36,39.23,34.84,23.40,24.72,25.02,19.19,24.33,18.29,51.60,35.64,60.36,33.46,76.38,36.63,36.62,57.85,91.11,48.06,37.58,35.01
VNG_0669H,20.36,17.33,16.62,16.92,13.71,11.16,9.30,11.90,8.32,8.09,9.27,8.91,294.35,287.51,188.34,233.31,242.07,139.32,208.91,329.99,192.49,258.94,206.44,88.76
VNG_0670H,65.52,53.75,55.31,49.90,50.72,51.72,34.21,37.93,26.12,27.81,33.14,26.37,64.33,72.71,57.89,104.30,95.23,106.57,91.31,24.04,0.00,0.00,0.00,174.59
VNG_0671H,70.99,65.18,58.06,55.88,58.06,56.11,42.59,35.68,34.23,39.22,33.13,35.17,44.00,16.58,15.84,14.27,0.00,31.24,0.00,0.00,17.27,0.00,21.36,0.00
VNG_0673G,232.56,213.95,209.52,203.29,233.16,188.03,267.24,355.79,320.48,167.24,162.71,159.83,166.14,312.96,209.29,53.87,196.74,117.95,176.86,186.25,97.78,116.06,282.33,563.60
VNG_0674C,90.85,83.47,76.23,77.50,78.28,59.68,119.64,143.62,104.91,50.19,58.06,63.88,23.20,46.62,50.10,15.05,13.74,27.45,49.40,0.00,36.41,43.22,33.79,31.48
VNG_0675C,43.78,36.66,32.84,38.83,41.93,38.48,68.09,96.69,65.02,48.95,92.96,53.09,539.70,594.59,631.31,413.64,457.55,429.60,261.16,146.68,134.76,68.55,142.93,99.86
VNG_0676C,137.25,108.34,114.08,113.69,109.22,92.91,38.58,61.22,38.71,27.95,48.68,30.96,244.85,233.70,105.75,222.31,492.94,324.49,764.62,329.40,538.01,410.53,190.22,531.61
VNG_0677H,121.80,104.62,90.34,69.84,82.35,65.42,70.09,73.24,65.08,51.05,48.22,68.37,0.00,48.83,0.00,63.03,172.66,46.00,0.00,0.00,76.27,362.14,0.00,0.00
VNG_0678G,116.65,98.40,90.63,88.83,89.41,80.19,32.49,43.35,28.72,22.35,28.27,23.65,9.10,25.14,42.57,23.60,21.55,21.53,12.91,27.20,35.70,42.37,8.83,0.00
VNG_0679G,328.19,285.46,250.98,257.17,301.39,196.89,225.54,287.28,174.34,104.57,109.85,95.41,9.04,24.98,6.51,17.59,5.35,8.56,38.51,6.76,14.19,16.85,43.91,49.08
VNG_0680G,186.37,151.74,151.60,143.56,156.65,109.95,108.50,135.00,96.04,148.38,156.12,132.20,175.52,176.34,209.47,203.69,185.98,205.50,131.13,165.70,152.24,103.26,89.71,225.64
VNG_0681G,343.34,288.13,315.62,371.52,343.66,332.21,227.46,336.97,231.98,135.93,149.51,128.19,557.74,611.60,602.23,405.81,402.74,566.60,193.09,325.35,352.28,215.41,171.73,516.86
VNG_0682C,22.83,18.57,16.85,13.49,19.10,17.17,23.88,30.59,28.20,26.04,35.78,24.38,57.55,50.59,67.32,55.98,42.60,27.24,81.69,0.00,33.87,40.21,0.00,39.05
VNG_0683C,776.30,706.97,590.47,602.48,594.83,521.70,441.91,576.69,418.49,246.11,223.75,177.15,0.00,15.26,0.00,29.55,35.98,28.76,43.13,11.35,11.92,28.30,14.75,82.45
VNG_0684G,495.61,422.85,387.79,395.79,365.85,307.32,260.79,426.92,287.09,144.07,159.26,111.83,40.63,91.84,43.87,35.13,32.07,83.32,19.22,91.09,42.51,25.23,65.75,147.01
VNG_0686C,125.68,113.86,102.07,104.24,91.04,83.45,59.16,74.54,55.74,41.01,39.17,32.52,18.36,36.89,52.86,11.91,76.09,26.07,52.12,109.77,129.66,324.90,160.45,448.40
VNG_0688H,4.56,4.48,6.05,6.09,7.77,6.35,49.84,23.81,47.79,28.02,36.90,37.62,337.41,246.87,348.49,285.41,234.53,229.13,62.47,98.68,184.19,13.66,85.47,39.81
VNG_0689G,32.61,28.15,27.50,38.00,35.86,25.86,49.57,69.89,62.17,51.48,49.14,44.24,40.63,51.02,29.24,26.35,16.04,57.69,19.22,30.36,106.27,25.23,52.60,36.75
VNG_0690C,11.44,9.47,11.31,14.44,12.45,9.92,19.23,29.91,24.68,16.78,23.04,16.65,17.50,45.43,35.70,22.70,3.45,33.14,41.41,30.53,36.63,32.61,34.00,47.51
VNG_0692C,12.49,10.85,13.02,17.66,13.27,10.79,41.58,40.02,31.21,21.49,40.09,22.46,0.00,33.39,11.96,43.11,19.68,31.46,47.18,0.00,182.58,0.00,32.28,0.00
VNG_0694G,68.84,65.21,76.23,48.77,44.15,58.14,40.65,29.50,29.04,15.74,20.11,23.69,83.07,125.18,104.64,134.68,49.19,58.97,58.95,0.00,65.19,116.06,0.00,0.00
VNG_0697H,188.98,104.54,145.75,160.49,142.30,125.24,135.13,230.09,163.98,233.14,157.94,96.31,3513.54,2647.49,4426.12,3417.87,2080.42,0.00,0.00,0.00,2757.20,3272.74,1705.96,0.00
VNG_0698H,146.04,115.42,131.46,176.48,160.67,146.44,150.38,293.04,258.32,220.59,213.52,177.81,0.00,33.94,34.74,0.00,45.72,18.27,27.40,144.29,30.30,17.98,0.00,0.00
VNG_0700G,11.80,10.14,12.68,12.42,12.58,11.69,23.19,20.64,18.83,17.29,23.17,25.39,22.71,29.47,35.41,31.91,35.85,44.78,32.23,25.46,71.27,42.30,18.37,20.54
VNG_0702H,2131.70,2201.90,2192.77,1663.07,1855.68,1840.43,768.43,892.07,723.79,190.44,217.82,232.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0703H,679.56,729.05,643.19,508.76,605.20,603.62,649.31,418.21,394.50,318.10,267.98,319.18,1299.97,1230.70,1439.67,1556.40,828.94,1467.21,1277.47,971.58,1412.49,1304.02,679.74,1356.92
VNG_0704C,132.03,118.64,115.18,120.62,134.78,97.79,213.08,279.54,230.65,261.87,232.46,236.24,104.71,236.71,150.76,169.77,155.01,148.69,0.00,0.00,41.09,48.77,254.21,142.09
VNG_0705C,13.10,12.67,11.94,14.76,17.07,12.11,41.68,41.91,32.96,95.74,107.06,101.18,34.25,49.89,69.03,39.98,16.22,45.39,19.45,20.48,37.63,19.14,26.61,92.94
VNG_0707C,27.32,20.81,20.44,11.06,13.90,12.56,27.98,7.88,11.64,10.30,13.12,13.81,0.00,28.25,32.39,72.95,13.32,53.24,31.93,33.63,52.96,0.00,0.00,0.00
VNG_0708H,76.73,61.89,58.87,147.16,123.01,111.87,245.73,424.65,384.46,224.93,266.85,156.72,0.00,19.43,0.00,33.45,30.54,12.21,36.61,0.00,20.24,24.02,0.00,0.00
VNG_0709C,96.37,86.21,98.05,143.03,149.70,115.63,271.98,335.91,397.19,261.95,387.11,253.70,114.23,68.86,94.57,66.67,40.58,75.69,48.64,93.91,44.82,63.84,66.56,31.00
VNG_0711C,44.57,33.19,40.78,50.43,51.27,42.61,81.48,110.94,101.65,39.66,50.22,36.06,117.80,153.85,152.63,91.67,279.00,379.12,300.97,281.73,406.73,131.67,114.39,255.75
VNG_0713C,6.38,5.77,8.20,10.47,12.01,9.36,25.18,45.32,28.93,15.95,29.16,17.09,18.14,4.56,58.75,117.61,139.60,145.93,51.49,67.77,99.62,16.89,52.83,0.00
VNG_0715G,244.23,172.80,374.97,1292.67,1478.99,1244.91,897.44,1120.89,473.70,50.40,60.06,60.66,102.21,86.18,105.11,61.55,43.23,62.20,41.45,32.74,34.37,74.80,85.07,118.88
VNG_0716G,16.47,13.99,17.61,8.17,7.86,6.78,12.76,14.16,12.61,26.60,38.09,36.54,213.81,157.95,380.24,1553.77,1288.32,1470.32,392.75,667.39,449.06,99.58,67.17,119.46
VNG_0717H,99.21,82.19,85.46,64.30,67.91,79.61,47.47,48.92,43.31,32.79,38.54,38.66,491.47,987.54,303.24,409.79,249.44,232.62,99.66,157.42,110.19,0.00,68.18,0.00
VNG_0718C,37.20,29.60,28.19,20.14,22.48,19.39,26.22,13.90,13.56,13.40,18.68,17.95,150.56,99.27,74.51,97.64,33.43,133.61,53.43,56.26,88.61,17.53,0.00,0.00
VNG_0719G,4.99,4.32,9.79,6.04,5.63,8.07,16.00,11.41,12.28,13.33,15.67,13.71,256.14,104.97,111.60,87.43,159.65,140.37,38.27,50.38,74.05,138.13,183.27,109.76
VNG_0720G,14.37,11.92,11.70,10.82,8.92,7.74,6.68,6.25,4.68,3.49,4.64,4.52,0.00,19.55,22.92,27.53,20.95,46.89,20.09,10.58,44.42,39.55,27.49,0.00
VNG_0723G,17.22,15.22,14.77,23.83,20.56,19.31,28.64,39.00,27.77,13.06,16.55,10.45,0.00,49.62,71.11,25.62,17.55,56.10,42.06,36.91,46.51,46.01,0.00,53.62
VNG_0724H,26.90,27.08,19.87,11.74,16.97,20.60,29.17,8.70,25.02,16.99,20.34,16.34,128.10,32.17,276.63,249.22,455.09,121.26,0.00,95.74,100.52,119.32,0.00,347.65
VNG_0725H,77.54,64.70,69.60,64.07,70.15,62.59,91.85,85.35,95.32,88.91,97.78,89.65,481.90,379.04,287.56,353.64,337.90,456.17,162.00,227.47,238.84,106.31,110.83,172.08
