,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.2.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0389C,57.44,54.16,52.76,43.06,51.72,54.36,55.03,71.87,65.60,54.66,75.03,65.00,0.00,166.19,340.22,183.90,55.97,313.17,0.00,0.00,74.18,88.05,275.37,0.00
VNG_0390G,170.94,134.20,112.57,109.94,116.08,96.44,60.18,43.09,30.41,15.23,16.08,14.51,162.66,196.11,241.99,203.94,134.84,215.57,61.57,97.26,153.18,111.11,189.55,88.29
VNG_0391C,22.32,19.24,19.16,16.37,15.61,16.29,22.93,20.46,23.37,16.33,19.44,18.09,0.00,47.52,30.95,44.61,40.73,56.98,0.00,25.71,0.00,0.00,0.00,0.00
VNG_0393C,38.02,29.78,29.69,31.68,26.92,28.89,38.52,52.32,54.26,67.50,69.45,47.45,56.83,11.90,20.45,18.43,50.48,58.28,0.00,21.24,29.73,0.00,9.20,25.71
VNG_0394C,3195.75,3544.12,3336.44,3246.78,3017.34,3300.21,3019.53,2334.23,1944.30,10763.89,10178.42,9729.39,38.37,38.55,36.83,33.18,22.72,6.05,36.31,28.68,40.15,71.48,12.42,0.00
VNG_0396C,48.35,42.77,36.13,20.86,31.52,25.64,78.01,14.07,19.64,15.65,19.93,29.63,0.00,21.16,45.48,0.00,124.69,59.80,0.00,125.91,0.00,78.46,81.80,0.00
VNG_0398G,31.11,30.27,29.03,25.15,29.92,25.02,30.78,20.36,19.45,8.94,10.77,12.51,1353.46,1042.51,774.02,848.48,837.02,939.55,256.15,337.19,637.27,378.21,102.22,571.38
VNG_0399H,536.41,435.04,380.50,358.45,366.72,279.27,295.55,293.58,302.42,380.34,295.34,363.41,336.10,489.62,580.66,784.68,417.92,493.14,286.24,552.64,395.63,187.84,424.29,912.14
VNG_0401G,194.88,187.06,179.46,172.56,152.24,158.17,124.81,134.81,123.45,205.64,206.49,195.44,145.76,103.30,101.18,128.29,114.05,110.88,118.23,136.18,155.24,121.23,116.27,211.92
VNG_0402H,626.81,736.40,527.51,912.87,1807.20,1275.92,7172.21,5421.30,5964.00,13777.23,16574.92,13019.78,0.00,539.80,0.00,0.00,0.00,339.07,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0403G,252.81,216.77,184.45,179.86,165.84,153.52,69.17,95.63,62.79,32.94,32.76,32.86,22.51,50.87,40.50,43.78,35.54,31.96,10.65,11.21,94.19,27.95,43.71,81.44
VNG_0404H,88.66,75.09,73.33,87.52,94.34,75.21,137.16,206.08,221.12,110.49,104.75,96.63,81.59,116.13,195.78,176.38,144.94,193.09,308.84,162.62,298.80,25.33,448.99,0.00
VNG_0405C,44.30,34.43,31.04,27.30,27.30,25.63,21.83,18.22,10.96,6.59,8.54,8.22,56.90,45.73,45.05,22.14,47.17,53.86,0.00,59.54,44.65,10.60,22.10,92.65
VNG_0406C,44.22,35.64,37.49,49.89,52.54,35.20,38.76,44.69,34.87,19.37,25.59,20.37,261.62,257.59,305.09,312.19,192.09,396.25,148.54,187.71,246.37,48.74,71.14,85.20
VNG_0407H,14.50,13.48,13.03,14.74,15.89,14.55,17.53,37.53,27.43,9.51,21.89,12.26,14.60,18.33,52.54,37.87,34.58,6.91,0.00,10.91,11.46,0.00,28.35,0.00
VNG_0408H,9.75,6.78,7.64,6.42,6.80,6.58,7.69,19.44,8.14,3.42,6.48,4.80,10.32,15.55,18.57,6.69,18.33,24.42,29.30,0.00,8.10,9.61,0.00,0.00
VNG_0409C,153.59,135.28,133.14,138.36,140.17,94.10,115.59,230.59,92.76,37.97,46.48,34.14,28.13,39.57,44.55,18.24,23.32,34.62,7.99,21.03,48.57,5.24,16.39,0.00
VNG_0410G,195.68,166.43,161.24,184.18,159.39,151.42,85.51,117.29,89.34,36.14,42.04,35.10,248.55,353.76,316.84,389.54,251.42,357.83,58.80,116.10,178.79,125.41,211.19,224.85
VNG_0412G,41.26,35.53,33.57,63.83,65.84,32.68,19.25,27.16,17.37,18.14,22.76,15.35,119.90,98.38,90.62,69.98,63.89,115.39,28.36,41.82,31.36,33.50,27.17,0.00
VNG_0414G,53.15,41.51,61.37,261.01,340.75,88.21,61.43,93.24,59.08,61.47,78.26,52.08,22.63,4.26,14.26,18.35,3.35,13.39,8.03,12.69,8.88,15.81,0.00,15.36
VNG_0415G,43.06,36.41,39.33,131.23,151.72,49.93,32.60,30.65,19.86,13.20,14.88,10.99,27.91,33.30,25.11,13.57,33.05,39.63,29.71,20.86,82.13,26.00,27.10,151.49
VNG_0417H,109.40,82.02,78.23,89.10,92.60,77.33,49.03,58.09,56.44,45.79,47.15,46.25,0.00,56.24,29.31,39.60,48.21,38.54,86.68,60.85,95.84,56.88,59.30,55.24
VNG_0419C,148.19,150.82,130.61,170.17,173.71,145.50,232.31,298.65,282.31,212.52,160.11,184.58,151.09,136.61,141.39,156.77,89.46,71.51,0.00,90.34,23.71,56.29,88.03,82.01
VNG_0420H,888.76,903.64,866.55,565.87,723.32,726.91,678.30,451.17,436.69,550.16,528.03,635.95,353.04,177.35,381.20,915.81,209.04,334.19,0.00,1583.17,831.14,0.00,342.83,958.12
VNG_0421C,123.68,104.24,96.73,66.42,76.55,82.69,68.86,48.32,48.57,29.74,34.27,30.28,128.66,113.11,81.04,146.02,114.27,91.34,0.00,192.32,25.24,359.53,62.47,174.59
VNG_0422G,22.57,18.72,16.96,22.07,25.60,16.19,44.04,60.05,41.82,76.65,87.24,73.58,229.56,153.02,111.22,160.32,99.33,158.80,37.60,13.20,41.57,57.57,25.72,47.92
VNG_0424C,598.72,533.22,414.19,419.08,502.97,330.69,410.87,429.85,377.51,309.10,269.24,243.53,46.70,23.46,50.42,0.00,0.00,22.10,0.00,0.00,0.00,0.00,45.35,0.00
VNG_0425G,239.12,181.24,147.18,151.82,157.58,95.66,79.33,162.44,94.94,78.50,96.25,60.97,104.39,91.77,56.36,90.26,10.30,57.64,24.70,26.01,68.26,32.41,0.00,47.22
VNG_0426G,732.10,627.53,513.00,338.01,284.46,322.64,161.64,88.59,64.03,52.73,42.14,50.99,769.75,928.02,581.81,948.46,911.56,837.95,218.52,287.65,483.24,71.70,74.75,0.00
VNG_0427G,15.70,12.29,12.18,9.83,11.14,7.38,15.71,12.32,9.65,9.05,10.02,9.65,59.19,82.82,63.91,104.18,85.11,148.07,60.01,50.55,66.35,15.75,24.63,22.95
VNG_0428G,42.59,38.18,39.98,47.49,50.67,43.63,58.04,96.81,69.52,40.52,60.97,37.95,94.50,138.46,136.06,143.00,83.94,52.18,67.07,70.63,160.68,44.01,45.89,42.75
VNG_0429H,102.01,90.12,77.43,82.13,84.46,82.25,51.16,54.70,46.13,17.91,25.38,23.54,125.96,118.64,192.67,102.10,55.94,163.94,0.00,23.53,24.71,29.33,30.58,0.00
VNG_0430H,16.69,14.36,14.80,11.13,13.97,13.01,11.99,14.25,11.45,12.57,21.42,14.88,79.79,100.21,57.44,168.18,70.87,132.19,0.00,0.00,15.65,0.00,0.00,0.00
VNG_0431G,522.78,432.62,396.86,280.52,281.54,272.05,125.56,120.34,129.80,157.60,133.49,170.37,78.71,29.65,42.49,0.00,46.60,0.00,111.72,29.41,92.65,36.66,76.43,0.00
VNG_0433C,1049.09,1086.66,870.88,897.02,723.05,1070.09,458.71,542.46,445.58,177.45,158.91,184.56,131.61,115.69,165.79,85.35,194.82,93.44,186.81,98.36,103.28,0.00,0.00,0.00
VNG_0435H,160.46,162.84,142.06,153.74,137.92,117.48,105.80,232.51,216.59,153.76,173.66,150.49,0.00,120.54,129.55,77.81,71.04,113.57,0.00,0.00,94.15,0.00,0.00,0.00
VNG_0436G,67.20,64.36,51.35,50.61,49.91,38.14,50.49,71.42,67.79,49.39,44.21,44.74,85.52,69.40,73.40,55.46,62.32,59.16,56.03,34.42,41.30,42.89,63.88,53.56
VNG_0437C,8.40,6.75,9.21,12.85,12.77,12.31,26.10,38.83,28.33,18.14,27.23,20.23,274.37,357.10,272.32,307.34,241.23,318.75,70.81,93.21,58.72,38.72,32.30,22.56
VNG_0438G,210.85,166.23,140.54,118.93,104.59,82.71,88.11,105.39,83.58,48.89,45.90,40.96,68.68,327.77,173.04,222.71,162.67,292.57,194.98,102.67,269.49,63.98,66.70,186.40
VNG_0439C,348.81,293.51,261.05,302.06,243.64,227.98,102.62,159.78,109.25,60.28,68.97,49.02,61.40,53.98,52.48,74.66,31.81,76.28,54.47,91.78,102.39,21.45,29.81,20.83
VNG_0440C,14.78,13.21,12.45,11.28,15.22,10.16,15.75,21.69,13.38,14.26,18.85,16.01,222.06,291.00,274.53,231.67,137.21,210.21,95.93,129.89,151.53,80.94,103.13,183.42
VNG_0441H,13.73,10.64,13.97,8.25,12.88,11.20,25.09,17.70,16.22,12.38,25.33,19.61,288.91,336.91,222.82,521.93,293.26,195.34,205.04,215.93,194.33,57.67,40.08,336.03
VNG_0442G,41.92,42.29,35.64,39.63,41.44,32.80,53.41,53.82,37.28,29.38,33.38,28.10,17.30,47.80,40.48,5.61,35.86,32.76,12.28,25.86,27.15,0.00,16.80,0.00
VNG_0444G,25.00,19.00,17.34,20.26,20.76,14.85,18.29,32.02,20.59,12.94,19.80,12.05,12.12,24.35,26.17,31.43,28.70,28.67,34.40,9.06,28.53,90.29,0.00,0.00
VNG_0446G,23.66,19.94,20.31,19.53,22.84,17.81,47.89,26.94,20.55,13.52,18.01,17.47,10.32,18.15,14.86,40.16,6.11,14.65,14.65,15.43,16.20,9.61,30.07,84.03
VNG_0447H,27.83,27.50,26.95,32.94,34.90,28.22,70.01,86.64,79.54,35.72,47.54,38.40,106.90,67.12,44.89,46.22,31.65,50.59,37.93,13.32,34.95,24.89,34.60,0.00
VNG_0448G,109.54,92.64,86.85,92.27,96.86,83.96,136.54,159.96,128.85,92.83,105.51,104.30,389.40,365.49,390.96,425.32,473.28,349.21,174.55,291.04,337.75,209.99,79.61,278.11
VNG_0450C,328.13,265.06,246.18,242.96,237.22,183.52,167.87,216.27,194.47,286.77,256.43,230.97,961.57,1283.86,1712.26,2527.21,3536.05,1341.41,933.88,1134.75,1509.17,329.99,98.29,1648.18
VNG_0451G,101.65,92.64,113.37,147.47,247.30,82.91,137.82,231.95,139.31,107.07,111.82,117.90,169.77,383.77,290.25,316.53,226.18,331.46,120.49,63.44,49.96,118.60,61.82,575.92
VNG_0452G,56.34,53.41,68.82,92.08,175.91,42.44,106.73,162.34,90.56,74.33,83.47,90.54,41.76,48.95,70.14,63.19,65.94,39.53,19.76,31.21,54.62,51.86,81.10,37.78
VNG_0453G,41.26,40.23,50.35,73.78,143.63,30.76,89.97,135.69,65.75,61.66,60.83,64.98,11.97,9.02,6.46,15.53,7.09,17.00,25.49,13.42,18.79,5.58,0.00,0.00
VNG_0455G,99.29,94.79,110.64,158.13,315.18,64.89,170.36,269.44,129.97,139.72,119.51,123.32,47.32,14.86,12.77,46.03,14.01,11.20,16.79,44.21,37.13,44.08,45.95,32.10
VNG_0457G,250.03,221.70,258.12,325.65,779.86,166.76,540.52,635.37,358.50,309.53,298.64,311.62,226.09,197.40,189.87,244.37,178.49,270.07,320.92,177.02,261.90,190.54,365.92,350.62
VNG_0458G,18.02,19.79,20.29,43.36,82.79,33.95,599.36,452.64,338.86,100.03,112.64,98.22,78.17,47.68,80.39,57.94,19.84,15.86,95.11,33.39,26.29,52.01,21.69,60.62
VNG_0459G,730.27,697.47,605.43,686.20,737.86,604.13,377.86,347.26,225.59,60.62,63.59,56.83,58.23,43.88,92.21,90.63,62.06,66.14,49.59,104.45,82.25,43.39,147.01,158.02
VNG_0461G,362.43,332.66,322.34,357.32,286.61,322.79,93.81,131.42,93.54,44.14,45.68,40.76,80.90,54.86,64.06,47.22,28.74,65.09,57.41,24.18,88.88,45.21,47.13,0.00
VNG_0462C,111.91,98.68,101.81,72.42,67.04,63.34,87.87,93.17,72.78,42.14,41.84,45.38,4499.90,6027.93,5002.83,5447.39,3907.87,6200.16,0.00,597.90,1412.49,465.72,97.11,0.00
VNG_0463C,14.67,13.75,13.32,13.42,15.13,10.98,21.96,27.59,19.90,10.66,12.50,10.76,258.32,475.80,495.86,530.49,165.70,906.78,91.67,64.35,33.79,60.15,83.62,0.00
VNG_0465G,9.79,8.18,7.38,7.35,7.74,6.24,15.88,20.66,11.98,9.38,11.53,9.37,93.52,97.87,123.42,141.51,110.75,243.45,88.50,198.04,232.40,145.18,181.63,211.50
VNG_0466C,8.28,7.98,6.88,5.43,6.56,4.16,13.61,12.97,9.70,5.65,7.15,7.20,27.58,41.57,54.60,44.72,0.00,6.53,39.15,0.00,21.65,38.54,93.75,112.29
VNG_0467G,420.49,423.84,425.95,263.52,269.09,269.94,336.59,386.80,450.76,702.54,794.55,751.31,70.92,53.44,45.94,27.59,25.19,20.14,80.53,42.40,77.91,52.85,68.87,38.49
VNG_0468C,106.24,90.72,79.23,73.56,71.75,75.15,68.22,44.86,49.20,22.78,27.09,32.74,0.00,19.67,28.19,16.93,5.15,24.71,12.35,6.50,6.83,16.21,16.90,23.61
VNG_0469H,1.13,0.94,0.98,1.13,1.70,1.36,8.12,4.04,3.12,2.28,2.95,3.96,0.00,24.35,10.90,19.65,21.53,17.21,34.40,13.59,9.51,5.64,17.65,49.33
VNG_0470G,4.52,4.72,4.19,5.77,7.52,4.68,22.91,14.35,14.99,10.53,10.25,10.35,0.00,8.08,34.75,20.87,57.16,7.62,0.00,0.00,37.88,14.99,46.87,43.66
VNG_0471C,613.54,470.73,389.60,324.43,284.77,308.18,244.43,228.08,179.27,130.41,114.33,102.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268.60,280.02,0.00
VNG_0472H,130.82,111.71,91.48,84.68,72.06,87.90,60.97,83.69,67.26,39.20,41.41,33.80,83.07,10.43,14.95,0.00,49.19,39.32,58.95,62.08,32.59,0.00,0.00,112.72
VNG_0473G,1043.65,986.69,1035.12,478.41,433.64,787.31,254.60,306.43,234.48,425.05,431.97,363.94,3489.33,2730.36,3593.78,1644.93,1629.03,2337.54,5524.37,3681.15,4202.10,3612.70,8054.01,4844.11
VNG_0474G,721.27,668.63,678.19,323.26,289.45,519.72,133.51,194.51,137.02,225.77,218.92,205.76,139.22,119.48,100.22,180.58,133.96,131.79,205.85,138.74,168.44,210.73,185.90,440.82
VNG_0475C,47.51,42.08,37.83,30.44,31.03,34.24,22.56,21.31,13.17,16.48,20.91,21.74,121.31,121.88,94.60,52.45,83.80,76.55,86.09,151.11,79.33,37.66,58.90,54.87
VNG_0478C,58.55,49.89,52.38,55.38,61.51,53.21,67.81,87.92,74.73,49.63,56.40,49.91,415.34,542.47,343.83,215.48,295.12,393.17,117.91,62.08,65.19,38.69,0.00,112.72
VNG_0479G,15.24,12.76,16.35,15.55,14.60,13.26,16.60,22.56,15.62,10.40,16.53,13.44,47.89,39.09,81.87,77.64,42.53,56.66,50.98,44.74,46.97,33.45,23.25,32.49
VNG_0481G,53.85,58.38,55.98,58.99,56.78,52.94,61.21,49.75,47.96,22.14,24.63,25.37,30.60,32.02,38.54,52.91,15.10,41.03,50.67,22.87,48.02,33.25,49.52,41.52
VNG_0482H,44.13,41.90,37.27,44.88,59.16,47.57,126.15,146.62,155.32,132.05,151.25,152.56,48.65,54.99,166.35,110.43,115.23,23.03,138.11,181.80,95.44,226.58,70.86,0.00
VNG_0483C,27.76,24.00,21.12,24.61,22.84,19.47,21.14,28.79,25.58,23.49,25.82,21.93,18.25,27.50,19.71,23.67,37.82,64.79,64.76,34.10,64.45,17.00,17.72,99.06
VNG_0484G,20.33,17.44,20.67,34.15,32.94,25.77,82.61,106.85,79.86,33.14,42.02,30.28,101.47,154.19,116.87,111.87,120.16,108.06,144.03,79.63,103.52,51.98,73.90,206.54
VNG_0485H,134.10,101.61,81.98,71.21,63.39,67.21,43.65,45.25,42.72,27.42,23.41,27.45,0.00,131.05,68.29,184.56,28.08,112.25,67.33,141.80,223.33,0.00,0.00,257.45
VNG_0486G,136.07,113.06,151.96,175.07,145.31,167.63,56.17,114.07,79.00,18.14,24.25,21.31,23.94,18.04,8.62,108.66,56.69,45.32,0.00,0.00,56.35,22.30,92.98,0.00
VNG_0487H,135.40,126.92,140.37,156.85,139.93,157.67,60.73,99.54,75.65,25.90,27.82,26.55,62.67,41.12,73.31,60.97,46.39,59.33,44.48,11.71,49.77,29.19,76.07,0.00
VNG_0488H,48.27,46.80,46.84,34.48,39.24,38.76,27.64,29.17,21.96,18.29,25.55,20.76,17.81,20.36,38.47,11.55,21.09,50.58,0.00,0.00,69.22,33.18,17.30,0.00
VNG_0489G,188.75,191.49,166.80,140.87,160.30,153.89,130.09,89.80,105.77,121.76,116.01,134.75,9.21,13.88,33.15,17.92,27.27,30.51,13.07,20.65,36.14,60.05,62.60,0.00
VNG_0491G,747.92,757.14,759.42,690.66,718.68,680.03,386.44,488.68,401.44,333.24,376.58,387.39,21.27,17.36,11.48,10.34,15.74,12.58,22.64,15.89,20.86,19.81,15.49,43.29
VNG_0492H,11.69,9.88,8.20,7.92,7.54,7.06,8.09,9.33,7.09,6.89,9.97,6.86,0.00,27.33,39.17,11.76,107.39,25.75,51.49,0.00,14.23,33.79,0.00,0.00
VNG_0494G,123.20,114.14,103.47,71.52,85.93,92.62,73.17,38.44,34.69,27.14,34.96,38.71,39.63,19.91,7.13,51.41,23.47,9.38,0.00,29.62,46.65,36.92,19.24,0.00
VNG_0496H,148.29,138.58,100.35,81.95,97.65,73.83,83.21,54.84,59.16,36.69,40.59,39.16,0.00,0.00,0.00,31.76,0.00,23.18,0.00,0.00,0.00,0.00,47.55,0.00
VNG_0498C,47.29,40.58,38.92,32.75,32.15,27.84,25.15,17.70,15.43,16.60,20.93,20.80,0.00,29.47,21.11,0.00,17.37,27.76,0.00,21.92,23.02,27.32,0.00,0.00
VNG_0499G,47.64,38.46,36.27,25.86,26.63,25.80,18.03,16.73,15.81,17.05,18.32,16.28,0.00,0.00,13.64,0.00,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00
VNG_0500G,55.47,46.79,46.91,74.55,81.06,55.62,198.63,278.95,238.01,136.35,162.06,116.27,197.31,189.97,213.05,149.28,48.68,140.08,186.71,233.49,193.55,321.63,255.47,89.25
VNG_0501G,8.15,7.30,6.15,6.96,5.14,5.89,9.04,3.90,3.27,2.61,2.87,3.53,112.46,147.75,108.97,196.35,107.57,200.63,233.30,271.55,386.94,136.98,109.21,211.29
VNG_0502G,8.43,6.86,5.39,8.55,11.08,6.58,23.35,21.70,17.43,13.84,18.08,13.78,126.74,227.73,294.76,214.97,150.09,226.11,193.74,327.90,260.12,145.30,378.69,291.05
VNG_0503C,9.41,6.39,6.51,6.88,7.61,5.61,20.07,11.64,8.76,4.96,6.55,6.18,534.40,418.01,340.72,366.37,325.47,527.55,43.35,57.06,155.76,42.67,44.48,0.00
VNG_0504G,81.32,67.49,59.03,56.47,46.33,49.20,40.21,31.31,29.60,18.15,19.61,19.26,100.68,68.97,85.66,89.04,70.46,60.65,12.99,75.25,71.83,68.21,62.22,49.68
VNG_0505C,6.17,5.65,6.85,8.47,8.35,7.78,17.82,5.58,5.92,3.33,3.91,5.84,49.88,47.61,25.14,32.35,29.54,33.05,0.00,7.46,39.15,9.29,29.06,54.15
VNG_0506H,64.91,40.01,14.68,35.71,33.28,32.55,24.63,18.94,11.01,13.52,2.96,15.36,1176.21,2068.00,1693.38,1525.58,1392.91,556.71,3339.12,879.09,1846.04,2191.19,2284.40,3192.13
VNG_0507C,123.70,111.63,99.12,103.55,90.88,73.66,71.32,119.78,80.56,42.99,45.17,40.52,13.36,26.85,14.43,8.66,31.64,31.62,37.93,39.94,20.97,24.89,25.95,36.26
VNG_0508H,245.96,228.54,192.97,121.83,171.87,177.11,299.17,147.81,134.40,131.70,153.72,151.43,1514.48,608.62,763.13,982.16,179.35,573.45,0.00,1358.28,713.08,564.27,0.00,1644.05
VNG_0509H,1264.72,1001.99,888.92,891.27,765.40,675.67,308.37,466.21,200.96,258.23,276.70,243.38,0.00,0.00,364.78,0.00,0.00,0.00,0.00,0.00,795.32,0.00,0.00,0.00
VNG_0510G,349.05,301.83,307.94,271.70,281.21,207.61,278.81,343.59,259.69,455.92,390.27,404.21,79.29,19.91,28.54,12.85,5.87,28.14,28.14,37.04,15.55,0.00,19.25,80.69
VNG_0511H,54.01,60.15,40.69,35.90,37.95,52.54,93.71,28.02,22.50,40.96,30.90,111.11,184.97,92.92,66.58,0.00,0.00,87.55,0.00,0.00,145.15,0.00,0.00,502.00
VNG_0512G,18.91,16.47,15.55,16.07,18.90,12.89,26.27,13.94,11.25,7.07,8.71,9.69,37.30,21.08,23.49,54.42,16.56,52.96,13.24,13.94,65.85,34.74,27.16,50.61
VNG_0514C,14.73,14.94,15.79,16.24,15.00,13.12,20.77,16.42,10.51,5.86,7.67,8.09,21.98,57.06,44.84,26.14,56.41,57.23,119.62,35.60,83.38,150.17,142.32,188.93
VNG_0516H,68.41,64.12,54.15,62.67,63.06,46.09,44.32,102.24,69.20,126.73,135.94,112.76,993.96,570.64,408.86,828.77,504.46,470.45,0.00,106.13,334.29,2380.73,551.55,1541.44
VNG_0518H,1576.52,1389.34,1379.01,1485.97,1124.71,920.84,1341.31,3413.47,6044.37,25169.18,26200.22,18553.63,5742.07,1442.23,0.00,1241.27,1133.32,905.92,0.00,0.00,3004.02,0.00,0.00,0.00
VNG_0520H,443.64,462.07,435.92,630.04,605.15,504.79,1977.14,2770.51,4959.06,20275.47,18281.85,17011.43,0.00,187.00,401.96,241.42,0.00,176.20,0.00,278.23,0.00,0.00,0.00,0.00
VNG_0521G,71.39,67.31,63.18,57.07,56.86,48.90,52.27,34.92,28.75,39.42,38.56,41.76,10.76,27.01,23.23,51.15,33.96,44.12,25.44,24.11,30.95,30.05,27.85,9.73
VNG_0523G,50.53,38.62,43.05,51.05,52.75,46.60,115.02,108.41,101.64,71.98,95.04,75.38,132.27,182.72,202.33,225.16,88.11,148.68,23.47,61.78,51.90,30.80,48.17,0.00
VNG_0524G,691.41,715.13,720.60,988.14,914.82,1025.06,1037.17,1228.19,1203.00,1663.28,1398.94,1599.02,24.73,34.17,44.51,64.16,73.23,46.83,17.55,0.00,97.05,115.20,48.04,67.13
VNG_0525C,725.79,745.57,721.89,1027.71,910.81,996.47,975.88,1278.28,1280.58,1775.24,1563.59,1582.97,36.68,66.34,76.57,47.58,65.16,76.39,62.48,104.18,80.60,34.17,85.49,79.64
VNG_0527C,779.72,743.31,784.44,1042.11,959.53,1011.48,1000.53,1462.13,1346.23,1897.63,1918.86,1767.51,26.57,37.81,6.37,5.74,15.73,25.15,0.00,13.24,13.90,16.50,25.80,24.03
VNG_0529H,5.51,5.14,5.74,6.36,4.93,5.98,12.71,5.97,6.34,3.01,3.41,3.45,1378.48,1657.50,1752.35,1464.58,1024.62,1693.58,374.68,284.97,667.46,519.07,142.41,557.18
VNG_0530G,167.86,170.92,137.74,130.03,112.64,109.73,92.70,88.67,83.68,99.76,103.57,120.51,153.38,96.31,124.21,74.60,68.11,108.89,163.29,28.66,150.45,178.59,111.71,104.07
VNG_0532H,3.26,1.63,4.42,1.97,3.08,2.90,12.29,2.85,4.56,1.53,2.23,4.63,202.44,241.52,200.37,229.75,209.77,263.49,0.00,113.47,158.86,94.28,98.29,274.70
VNG_0533H,115.71,105.62,103.80,177.07,168.68,130.24,401.07,776.53,771.51,174.00,223.61,162.18,70.00,61.54,25.19,22.70,20.72,49.70,124.20,13.08,123.60,114.10,101.96,94.99
VNG_0534C,124.37,109.77,109.80,147.93,139.88,116.10,244.90,458.57,502.77,146.44,181.98,151.86,103.90,41.75,37.39,13.48,73.82,29.51,58.99,108.71,65.23,58.07,60.54,0.00
VNG_0535C,75.20,69.30,71.84,103.01,120.82,75.55,352.87,513.13,416.66,563.15,532.80,412.90,189.05,166.19,136.09,0.00,167.91,178.96,0.00,70.65,148.35,176.09,183.58,256.53
VNG_0536G,49.13,43.37,57.10,61.56,77.59,53.81,228.52,285.46,261.28,370.29,314.15,265.29,250.86,184.53,277.32,81.34,84.88,288.36,534.13,187.49,449.97,400.58,504.62,389.04
VNG_0537C,26.51,24.53,28.00,60.43,44.95,26.61,22.76,42.22,39.24,2.68,3.51,4.02,17.86,26.92,24.43,20.85,19.04,10.14,20.28,29.37,14.02,46.58,17.34,9.69
VNG_0539C,178.18,162.33,168.77,363.94,310.03,169.62,174.79,214.16,226.76,14.14,14.97,20.01,30.84,23.24,0.00,0.00,18.26,0.00,87.55,46.10,24.20,0.00,29.95,0.00
VNG_0540G,770.98,669.29,697.57,1252.95,1184.50,661.75,642.62,794.22,808.41,55.48,65.94,61.82,11.88,8.95,25.65,30.81,35.16,0.00,50.57,17.75,9.32,11.06,46.13,32.23
VNG_0541G,54.96,57.32,52.05,49.00,52.33,53.09,44.97,47.49,36.95,24.24,31.93,31.47,0.00,13.59,19.47,5.85,10.68,12.80,12.80,0.00,28.30,8.40,17.51,0.00
VNG_0542C,11.76,10.96,11.01,9.27,11.47,9.87,30.07,15.60,17.60,16.30,19.22,17.89,139.79,183.82,150.94,213.31,160.67,245.19,58.36,61.46,122.60,84.25,15.97,111.58
VNG_0543H,86.06,99.12,86.48,84.00,102.27,97.32,77.11,93.08,85.44,50.98,77.11,63.43,45.29,68.26,97.81,58.74,80.45,85.75,0.00,101.55,0.00,42.19,87.96,122.92
VNG_0544H,1.59,1.40,1.10,1.23,3.21,2.95,18.83,2.59,4.79,5.33,5.44,9.07,1083.33,1023.09,1278.92,814.96,1513.83,1271.61,1045.64,809.67,1564.24,1533.80,631.20,3175.24
VNG_0546C,410.49,368.59,347.44,321.67,261.92,305.79,57.87,144.98,99.45,66.46,77.67,69.10,16.26,0.00,17.56,10.55,0.00,0.00,0.00,36.47,0.00,0.00,0.00,0.00
VNG_0548C,4951.07,4261.20,4403.64,4027.68,3940.34,4193.44,1329.77,2352.86,2259.34,1113.20,1529.19,1416.50,0.00,197.38,282.85,254.82,0.00,0.00,0.00,293.67,1541.74,0.00,763.13,0.00
VNG_0549G,1947.17,1850.55,1862.01,1906.41,1732.27,1806.85,834.35,1148.17,1090.48,742.01,761.82,817.28,14.89,18.70,16.08,9.66,0.00,14.09,0.00,22.26,11.68,27.74,0.00,40.41
VNG_0550G,1955.39,1844.45,1878.91,1836.23,1777.19,1944.75,876.39,1158.00,1111.67,758.32,782.52,832.31,0.00,116.79,0.00,0.00,275.31,0.00,0.00,0.00,0.00,433.10,0.00,0.00
VNG_0551G,5990.46,4849.75,5337.85,5448.58,4278.34,5389.06,1860.63,3210.21,3101.43,2138.24,2281.79,1927.26,0.00,0.00,133.99,0.00,0.00,0.00,0.00,556.46,0.00,0.00,0.00,0.00
VNG_0553C,41.59,34.61,37.31,35.59,30.94,32.60,33.52,40.21,36.36,23.64,28.02,25.97,85.00,68.63,56.82,102.38,50.33,83.34,51.71,86.22,71.47,79.18,53.06,65.91
VNG_0555C,10.87,10.98,12.37,10.49,11.14,10.36,10.72,9.46,10.34,10.48,12.42,11.27,85.09,73.83,98.83,90.29,57.25,80.54,27.45,46.25,42.49,28.82,30.05,52.48
