,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.2.tp.3_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0705C,48.0444,51.9608,50.4045,57.434,64.8059,52.2907,114.619,138.878,127.452,501.233,21.7507,507.761,492.96,38.5426,49.9559,66.6499,37.9345,17.2579,45.717,18.5042,32.7347,17.6509,25.9043,76.607
VNG_0707C,100.186,85.3728,86.303,43.0288,52.7595,54.2388,76.9386,26.1173,45.0052,53.9002,35.7196,62.222,67.2602,0,28.2893,31.2726,69.2189,14.1707,53.6269,30.3881,46.0781,0,0,0
VNG_0708H,281.386,253.864,248.508,572.723,466.89,483.15,675.733,1407.33,1486.73,1177.58,0,1265.56,763.526,0,19.4595,0,31.7426,32.4923,12.2962,34.8387,17.6089,22.1547,0,0
VNG_0709C,353.396,353.639,413.903,556.646,568.209,499.374,747.907,1113.22,1535.96,1371.37,99.7557,1835.87,1236.02,128.559,68.9495,91.3062,63.2653,43.173,76.2445,46.2906,38.9952,58.8746,64.8029,25.5523
VNG_0711C,163.436,136.161,172.151,196.273,194.62,184.026,224.054,367.67,393.083,207.627,299.25,238.154,175.693,132.569,154.05,147.372,86.9846,296.797,381.881,286.406,353.861,121.422,111.373,210.794
VNG_0713C,23.4026,23.6543,34.6174,40.7438,45.5739,40.431,69.2332,150.196,111.886,83.5055,71.9882,138.29,83.2674,20.4103,4.56106,56.7232,111.601,148.508,146.986,48.9945,86.6733,15.5784,51.4411,0
VNG_0715G,895.637,708.836,1582.92,5030.76,5613.71,5376.37,2467.88,3714.73,1831.82,263.854,34.7742,284.848,295.507,115.025,86.2937,101.483,58.402,45.9856,62.6491,39.4451,29.9057,68.9812,82.8297,97.9812
VNG_0716G,60.3994,57.4034,74.3387,31.7971,29.825,29.2751,35.0986,46.9342,48.7738,139.259,708.896,180.658,178.026,240.619,158.15,367.139,1474.34,1370.52,1481.01,373.743,390.69,91.8278,65.4011,98.4639
VNG_0717H,363.809,337.13,360.751,250.249,257.778,343.794,130.53,162.109,167.479,171.681,167.214,182.778,188.372,553.105,988.814,292.793,388.841,265.35,234.307,94.8371,95.869,0,66.382,0
VNG_0718C,136.427,121.417,118.994,78.3845,85.3307,83.7457,72.09,46.0663,52.4329,70.1708,59.7628,88.5794,87.4612,169.441,99.3951,71.9434,92.6485,35.5637,134.585,50.8425,77.0936,16.166,0,0
VNG_0719G,18.2824,17.7026,41.3385,23.5235,21.3816,34.8599,43.9976,37.8051,47.4803,69.7656,53.5108,74.2956,66.8039,288.259,105.101,107.752,82.9563,169.831,141.394,36.419,64.4267,127.378,178.442,90.4644
VNG_0720G,52.7129,48.8998,49.3794,42.1212,33.8663,33.4145,18.3812,20.7194,18.1123,18.2866,11.2352,22.0045,22.0018,0,19.5758,22.1321,26.1265,22.2863,47.2298,19.1165,38.649,36.4699,26.7615,0
VNG_0723G,63.1314,62.417,62.3438,92.7397,78.0276,83.3745,78.7486,129.255,107.4,68.3685,39.2094,78.475,50.9145,0,49.685,68.6559,24.3141,18.6662,56.5115,40.0284,40.4639,42.425,0,44.1911
VNG_0724H,98.6442,111.093,83.8917,45.6922,64.4076,88.9651,80.2223,28.827,96.7552,88.9734,101.694,96.4802,79.5929,144.163,32.2159,267.1,236.48,484.13,122.141,0,87.4565,110.034,0,286.537
VNG_0725H,284.361,265.377,293.83,249.36,266.274,270.316,252.571,282.843,368.622,465.455,241.62,463.75,436.788,542.328,379.527,277.645,335.558,359.459,459.484,154.166,207.792,98.0381,107.91,141.833
VNG_0726C,574.697,590.726,565.349,549.297,541.776,496.196,539.515,641.874,663.164,512.616,127.902,444.928,449.021,362.631,225.746,167.968,297.424,159.473,164.591,155.445,94.2817,98.851,65.2829,51.4831
VNG_0727C,366.078,369.902,364.096,315.631,266.695,266.299,108.822,204.771,129.916,77.0372,111.04,73.0703,74.3685,62.9647,52.765,63.1903,30.1249,8.81039,70.0172,103.913,133.692,30.0366,99.1835,31.2871
VNG_0729H,186.816,175.108,177.298,110.362,126.001,126.975,75.7618,75.7066,89.8394,185.126,307.607,180.592,167.22,436.068,438.515,456.333,569.6,461.019,584.971,203.539,264.541,314.343,162.822,240.757
VNG_0730C,70.3933,73.3334,75.1212,74.3881,79.7799,82.4558,85.8867,94.9553,109.186,86.9552,40.1001,104.047,92.1051,71.0579,95.2755,78.9924,101.02,167.04,90.3051,17.0574,77.5933,108.472,47.7577,84.7406
VNG_0731H,104.756,95.3917,117.089,77.1804,75.0021,96.6816,52.9933,71.5379,74.5046,38.3758,79.1577,60.6089,40.5717,374.049,434.66,427.367,409.053,251.228,380.293,134.685,181.534,85.6494,62.8492,297.383
VNG_0732G,549.598,523.638,566.232,427.014,444.557,450.33,174.881,339.793,290.283,530.768,38.0786,543.998,509.266,107.961,65.1403,73.3435,53.129,78.5543,54.8818,38.874,13.099,24.7209,27.2101,42.9167
VNG_0733H,121.427,116.23,115.664,121.61,99.6612,104.451,108.827,85.3145,75.5113,64.673,444.152,76.9171,89.8173,438.007,201.88,304.322,194.592,306.443,231.937,394.286,332.147,146.263,114.993,544.113
VNG_0734G,312.532,346.893,425.052,536.548,492.605,570.579,952.162,1253.44,1887.79,4831.96,18.3474,4410.19,5310.86,117.043,66.8418,92.3635,92.4413,80.067,126.709,62.4355,31.5574,9.92605,10.9256,0
VNG_0735G,348.63,317.85,263.779,246.015,272.405,249.59,228.994,250.184,267.842,491.398,699.705,365.177,396.433,783.087,705.816,741.561,342.547,452.907,796.158,1033.88,1235.16,1414.56,2171.03,933.875
VNG_0736G,102.566,110.967,99.007,80.6878,101.164,95.1301,141.36,70.5343,99.9832,184.327,29.1323,183.002,176.243,64.8972,64.6022,65.5852,80.648,72.6464,97.4712,21.2434,46.5282,58.5397,138.782,152.442
VNG_0737H,810.152,723.73,991.667,684.969,745.077,1091.68,327.206,823.045,842.456,1408.56,159.429,1607.94,1763.65,678.027,1464.67,1046.86,1730.11,1011.98,574.454,0,411.326,0,189.875,0
VNG_0738H,51.8687,59.9634,52.0736,42.1445,48.4608,64.7768,30.6199,49.013,32.0848,61.5773,87.945,130.924,88.8514,83.1146,102.154,38.498,45.4462,23.2598,123.232,49.8788,50.4216,95.1574,69.8262,82.599
VNG_0740C,140.063,137.895,139.689,92.5604,102.195,112.926,66.0956,58.117,58.8964,65.5411,230.947,79.2658,66.3203,327.393,282.197,361.062,179.015,157.066,267.475,168.408,212.8,249.887,392.928,232.402
VNG_0741H,552.676,405.7,619.304,572.67,512.437,561.241,212.314,473.41,422.808,348.039,0,559.078,381.052,0,149.598,295.311,209.166,267.632,202.562,114.783,58.0162,437.961,80.3436,950.403
VNG_0742H,283.562,255.537,261.915,198.118,196.721,224.612,244.775,207.83,205.468,2200.05,226.25,2077.16,2042.42,200.459,389.73,266.174,339.788,224.396,331.184,168.42,170.253,61.2013,151.569,159.373
VNG_0743H,604.165,529.465,474.28,647.773,684.032,587.34,840.883,1060.51,851.182,771.05,161.406,685.539,579.139,163.436,58.4368,90.843,160.858,128.066,166.165,0,257.787,4041.74,2251.82,7861.26
VNG_0745G,28.2592,44.7195,41.5985,30.742,36.0557,44.9145,133.68,90.5953,173.074,7439.23,68.0106,6578.51,6963.52,28.3567,60.8337,73.5537,77.5257,66.6596,84.0875,47.6488,68.8104,64.9308,52.4106,90.1785
VNG_0746C,18.3725,33.8157,30.2065,20.7858,28.2588,31.5937,189.221,105.876,208.171,8455.33,12.6394,8142.3,7976.95,44.7943,18.0183,16.5987,9.79723,15.0429,15.1807,53.764,27.1745,6.83796,15.053,0
VNG_0748G,12.3391,20.8264,18.7502,13.621,19.8666,18.8275,104.741,81.7906,165.17,5790.74,21.2495,6042.13,5343.96,80.3295,38.1462,29.4564,16.4713,28.1005,25.522,42.1815,24.366,30.6563,42.179,19.9578
VNG_0749G,25.7833,46.2277,37.413,38.1873,45.7353,41.5955,350.24,245.919,568.597,17242.5,23.0344,14828.6,15825.3,27.2115,29.1885,23.5278,35.7096,12.1843,32.2767,32.6605,52.8253,49.8469,54.8663,0
VNG_0750C,78.6896,80.4363,89.5279,83.9861,107.622,116.647,261.057,203.811,336.693,910.793,54.9285,978.467,1045.66,58.4005,30.4516,48.0901,21.2885,32.687,90.7123,46.7298,35.4287,44.5749,16.3545,0
VNG_0751C,1622.97,2213.46,1867.13,2463.91,3485.04,3108.27,35003.2,13009,28184.8,23984.1,855.517,22056,22094.9,1559.3,2555.34,1926.02,1752.59,1551.55,1798.18,1351.67,840.847,330.599,727.778,516.543
VNG_0752G,326.828,346.956,372.531,389.256,374.415,408.642,127.63,163.154,146.635,76.1528,105.385,69.996,65.3416,95.0699,36.4203,25.1632,29.7047,7.60157,40.2737,32.602,131.827,124.394,159.74,188.96
VNG_0753G,201.045,202.373,175.214,154.796,119.196,144.663,54.3716,67.9269,67.6462,63.8968,0,66.9314,59.8216,20.6652,11.5451,9.57197,5.64976,0,8.75424,12.4016,12.5366,15.773,8.68063,20.537
VNG_0754C,459.68,459.741,453.28,331.724,259.456,307.952,135.763,118.392,129.027,126.51,11.8199,102.018,119.345,0,41.189,10.3483,54.9721,28.1352,92.2768,20.1113,30.4952,0,42.2312,0
VNG_0755C,271.013,287.151,311.016,242.904,228.758,276.448,79.6971,119.589,130.408,166.583,0,167.782,161.341,23.7144,21.1978,14.6458,38.9004,53.0922,20.0919,28.4631,14.3864,54.301,39.8459,0
VNG_0757G,657.863,721.877,672.455,638.229,538.882,612.659,275.263,427.369,399.431,465.602,0,356.24,350.264,0,0,36.1644,32.0185,32.7747,0,0,17.7619,0,24.5975,0
VNG_0758C,831.26,782.918,765.007,767.881,636.346,663.223,261.744,623.542,407.724,517.173,15.1309,563.618,403.879,42.8996,23.9668,6.62358,82.0996,0,0,0,39.0376,32.7436,36.0407,0
VNG_0759H,895.918,845.617,779.023,798.734,661.409,622.9,218.905,428.928,315.614,381.297,135.753,374.752,272.053,173.2,107.513,166.392,63.136,150.797,89.676,207.882,256.843,117.509,355.688,76.5003
VNG_0761G,246.032,253.963,270.847,251.916,234.028,252.18,149.135,281.881,282.57,413.257,43.1929,449.725,433.392,183.692,150.515,94.5387,33.4803,45.6948,112.401,24.4973,49.5276,93.4703,17.147,0
VNG_0762H,254.771,165.532,107.144,64.0781,178.702,198.842,204.915,54.2567,184.045,214.157,3038.99,121.486,301.881,0,1444.09,1995.48,1177.81,1205.63,1825.01,7756.16,2613.52,0,1809.66,0
VNG_0763G,68.5484,71.8409,69.866,62.6756,54.5941,54.9709,55.6824,33.5045,33.5146,38.0603,0,41.3979,43.1539,23.7144,26.4972,43.9374,12.9668,53.0922,30.1378,56.9261,71.9319,0,19.923,0
VNG_0764C,116.707,114.542,115.485,113.062,108.948,118.423,83.1295,139.237,146.565,143.102,48.8233,186.9,140.959,69.2125,59.2896,67.6795,63.0745,77.477,58.6399,83.0718,48.9858,52.8273,29.0734,114.639
VNG_0765H,5377.43,8056.3,7181.73,4058.71,4990.9,7283.54,3863.76,2309.2,3501.83,6942.44,3137.51,5640.13,7782.35,2470.99,2760.95,3815.14,4863.99,3319.25,3768.35,2372.63,2098.64,2263.21,2906.29,5893.58
VNG_0766G,76.7591,87.3653,94.2487,111.545,113.805,106.071,286.236,372.267,418.709,478.32,17.2176,520.599,482.578,12.204,27.2721,18.8426,26.692,13.6612,25.8493,14.6477,14.8071,18.6297,30.7584,0
VNG_0767H,4910.08,4379.89,4113.28,3042.7,3598.89,3850.15,1663.62,1982.19,2140.5,1992.8,0,1839.55,1783.17,0,417.65,432.839,1277.4,0,395.861,560.795,566.897,356.623,392.533,0
VNG_0768H,13284.1,13320.8,12536.8,10749.2,10725.2,11636.1,5011.96,8868.19,9864.58,13461.4,0,12178.1,13566,226.009,0,0,0,126.498,0,0,0,0,0,0
VNG_0769H,645.683,515.642,559.171,461.928,384.857,407.549,154.745,235.523,252.682,248.202,135.646,215.85,249.343,192.294,85.9435,118.759,157.716,161.441,61.0949,0,174.983,110.078,121.162,191.101
VNG_0771G,2671.08,2766.15,3323.56,3916.32,3537.17,4243.1,2691.32,4387.09,4853.29,1237.39,76.1275,1496.87,1258.11,38.5426,106.802,99.9748,92.7287,73.3463,71.8409,83.2688,51.4402,64.7199,45.3325,76.607
VNG_0772H,2.11932,12.7863,11.5867,7.79565,9.6625,5.97303,37.9881,5.86737,25.8736,23.1592,0,23.6478,30.3139,0,218.181,43.0696,76.2643,312.262,118.17,167.406,253.841,106.457,234.354,277.222
VNG_0775G,118.383,120.742,108.307,245.843,272.218,211.369,209.807,308.589,310.387,759.702,159.419,715.308,633.842,290.565,226.06,239.266,111.803,150.583,150.443,103.333,71.8143,156.065,235.068,149.729
VNG_0777G,615.79,546.84,511.241,346.283,358.789,324.414,118.383,149.325,172.484,217.496,623.303,206.655,208.314,294.534,253.874,168.908,529.158,353.254,285.191,252.509,382.884,449.614,282.793,418.153
VNG_0778C,694.746,573.343,574.228,408.298,366.689,372.522,122.508,130.376,115.78,241.197,11074.2,190.244,193.869,10418.7,6422.51,5033.78,5096.15,8568.57,5074.13,9655.2,5912.05,13010.3,12593.5,6691.41
VNG_0779C,508.057,542.658,505.243,361.22,392.64,388.787,168.848,169.997,160.587,249.298,61.8379,225.999,241.784,18.7847,51.773,50.2721,54.7803,38.5509,42.4406,22.5462,56.9789,57.3507,68.3861,62.2272
VNG_0780H,1349.33,1321.79,1639.43,1390.22,1059.47,880.396,265.178,674.6,401.269,618.429,0.00141674,608.871,460.114,0.0052203,0.000236447,0.000488153,0.000672336,0,0.00338391,0.00626563,0.00146586,0.00127021,0.00100662,0.0174077
VNG_0782H,1051.61,989.185,931.556,811.766,775.3,782.559,200.388,331.659,271.184,230.187,6.47463,221.876,192.855,27.5355,38.9712,42.5142,20.0749,30.8235,42.7704,22.0329,22.2726,14.0112,23.1331,18.2432
VNG_0784G,182.008,152.438,133.365,98.7542,100.671,96.9032,42.1703,48.6862,43.546,34.2237,29.8814,33.2417,38.8717,0,37.8648,6.54031,57.9053,23.7092,26.917,0,0,16.166,0,0
VNG_0786G,410.948,377.75,533.514,364.157,332.841,415.792,122.225,229.893,222.562,531.295,57.2185,476.804,572.198,162.227,199.39,125.237,66.5281,158.898,120.265,48.678,73.8115,92.8665,34.0725,0
VNG_0787G,8496.8,9927.12,10778.1,8675.55,7595.17,8662.26,1215.81,2235.07,1526.75,900.809,84.8365,949.363,1060.8,120.265,48.376,89.1294,65.7597,26.9251,61.1363,57.7389,14.5918,110.153,101.037,191.231
VNG_0788H,73909,95895.8,112028,61192.3,86370.1,104014,46771.5,19431.8,20135.5,10675.9,0,13897.8,18823.1,0,297.272,205.389,0,0,563.528,0,403.502,0,0,0
VNG_0789C,850.377,765.733,883.473,670.906,582.697,629.049,71.5691,240.541,130.613,68.5638,78.9398,124.787,94.2696,33.5718,52.5158,65.6564,61.189,75.161,33.184,94.02,61.0991,42.7068,122.219,88.9694
VNG_0790G,11524,12630.7,12988.8,10582.2,8957.15,9667.25,1058.34,2541.12,1711.22,1113.13,133.411,1165.64,1297.43,0,33.8108,0,0,0,16.0234,0,0,28.8703,0,0
VNG_0793G,153.88,168.729,185.734,355.435,366.21,285.019,498.775,896.431,981.552,1526,39.4427,1457.87,1339.33,51.2549,54.1457,57.5537,38.2168,36.5115,23.6866,61.5184,31.0939,49.7903,46.9748,37.0451
VNG_0794G,235.586,228.075,225.184,452.401,502.85,396.397,655.43,1245.81,1236.86,1822.21,46.406,1910.28,1568.61,118.414,61.7444,60.9428,28.7767,44.1845,39.0155,15.7917,39.9089,70.2964,55.2678,26.151
VNG_0795G,1863.94,1938.75,2124.58,1478.22,1372.06,1476.86,649.524,1023.73,746.15,1267.5,26.0962,1123.43,960.525,36.9942,49.6024,11.4236,40.4561,20.7058,15.6716,0,0,0,62.1591,0
VNG_0796G,341.159,381.627,490.381,682.202,1044.36,621.195,1453.34,1672.61,1769.47,913.224,14.0186,788.258,595.877,9.93646,19.9844,27.615,21.7326,11.1229,12.6279,11.9262,6.02797,22.7524,25.0434,19.7496
VNG_0798H,113.062,114.282,155.045,159.319,190.989,153.064,200.182,316.714,296.216,512.927,2082.49,566.19,561.81,1561.24,1012.84,803.505,698.457,1170.41,809.684,1158.39,723.262,1856.06,1502.41,883.917
VNG_0799C,33.6313,37.5009,41.5891,37.677,39.8544,35.883,84.9972,87.9129,82.3427,244.928,42.6758,391.272,262.99,60.4978,22.5323,31.1357,33.0796,45.1478,51.2563,48.408,12.2337,15.3919,0,80.1633
VNG_0800H,9.88566,11.699,10.3936,12.7426,11.3641,13.5021,14.7664,29.4739,18.9245,53.1231,53.9851,96.3999,67.7718,102.04,102.612,86.6509,139.486,42.8341,97.2592,0,0,38.9416,0,50.7035
VNG_0801C,10708.3,12704.7,14427.6,14287.4,15507.9,17436.9,17791.9,21704.3,34707.5,31962.4,375.201,28528,32254.6,638.268,190.178,295.641,174.499,59.5401,225.32,255.359,64.5343,243.583,0,422.872
VNG_0804C,109.206,108.48,110.872,163.287,143.717,188.277,245.577,312.998,292.7,210.266,195.421,217.276,216.927,72.903,117.299,117.063,175.396,179.538,265.596,70.001,176.907,55.6441,97.9956,28.9803
VNG_0806G,118.81,125.6,139.373,215.083,194.016,194.376,134.178,226.855,204.743,184.596,66.7534,205.663,163.965,23.6576,29.6058,35.0657,25.8715,37.0755,36.0787,73.8266,57.4076,39.7253,39.7504,75.2347
VNG_0808G,96.0386,97.2331,121.63,87.4904,93.175,110.165,71.8725,81.5558,87.0935,118.224,196.483,179.044,153.273,87.0426,114.763,163.958,157.06,136.411,162.242,135.814,359.071,146.16,146.252,207.606
VNG_0810H,164.41,165.666,121.961,87.8859,84.6368,89.5814,44.9493,60.9642,85.074,184.236,74.2368,152.342,152.442,0,70.5529,71.4939,57.5435,106.025,106.996,151.575,76.612,192.78,141.461,251.007
VNG_0811H,33.8448,32.2908,48.7689,42.7847,52.233,66.1056,176.354,124.752,225.445,2616.55,407.785,2297.59,2477.67,2154.66,1573.69,1087.28,1580.44,794.178,1202.18,378.457,350.693,882.455,441.506,626.722
VNG_0812G,20.7976,31.5565,33.5571,29.3692,39.0976,42.1407,169.211,62.7433,115.176,1408.1,55.8,1187.43,1628.42,41.8779,49.9116,53.1636,45.7968,39.0654,39.4231,50.2637,59.279,110.098,46.91,101.733
VNG_0813G,19.1672,20.9705,27.501,32.0368,31.6655,33.541,61.107,58.1139,77.7769,790.36,149.359,781.447,857.262,144.364,148.4,83.2136,57.8868,75.4141,69.3096,57.7571,81.7398,95.4957,121.283,229.549
VNG_0814C,112.364,114.773,118.101,87.2916,92.6634,92.6977,75.2033,119.369,93.5798,109.054,16.4962,152.484,116.54,46.7705,31.3553,21.6637,12.7868,13.0888,39.626,0,14.1867,160.642,58.9392,604.244
VNG_0815G,342.932,362.226,395.083,217.815,212.782,206.38,174.599,281.778,233.92,216.579,15.1345,252.569,254.588,53.637,38.3559,19.8754,29.3281,12.0083,31.8105,0,13.0156,0,9.01229,0
VNG_0816G,28.1493,34.6579,37.9993,34.5146,40.0863,36.9056,139.846,100.446,160.081,89.6776,29.7038,98.3648,108.287,14.0361,23.5248,19.5043,15.3496,23.5682,23.7841,0,12.7726,48.2097,17.6881,13.9491
VNG_0818C,14.933,21.3003,21.1763,18.3097,23.4459,26.8129,105.177,60.0969,99.0022,53.0304,14.0889,63.8791,75.7323,13.315,22.3162,16.4464,21.8415,14.9049,16.9216,7.99063,20.1939,10.1629,16.7793,13.2324
VNG_0819C,21.0276,23.6039,25.0556,24.0471,26.9378,26.8395,95.9647,69.1306,102.249,51.3694,24.0032,66.4282,62.957,20.4163,34.9785,16.8119,33.4903,15.2361,20.1805,8.16817,12.3856,10.3887,28.5869,0
VNG_0821C,273.075,261.357,303.311,225.932,192.188,234.072,148.62,279.596,294.822,288.605,125.855,355.239,266.83,156.112,144.528,130.846,121.943,249.647,132.265,80.3023,94.7054,68.0881,56.2082,177.307
VNG_0822C,132.261,151.608,153.913,193.982,181.138,189.041,175.167,288.841,328.581,379.293,5.06672,375.843,337.656,57.4612,22.4714,42.1413,62.8384,40.2015,57.8118,43.1046,13.0721,5.48225,6.03428,42.8286
VNG_0823G,396.289,457.684,446.856,580.931,571.173,584.202,661.409,717.824,909.133,1056.03,14.4019,858.491,927.336,27.2217,22.8121,21.0148,29.7691,22.8542,5.76586,73.5135,20.6426,36.3603,91.478,40.5793
VNG_0824G,15.6145,15.0366,29.0029,24.5453,19.7751,36.7293,38.3496,49.6718,55.2711,90.4712,42.6758,93.0713,82.9278,40.3318,13.5194,12.4543,11.0265,22.5739,17.0854,0,24.4674,30.7838,0,80.1633
VNG_0825C,66.2643,70.7027,62.6159,60.4346,63.7177,74.0112,151.22,46.7128,47.2484,49.3277,231.663,56.6712,54.6817,123.153,293.556,418.319,224.462,367.622,452.142,640.524,722.205,469.99,586.291,815.926
VNG_0826C,72.2178,87.7152,249.623,177.615,167.886,321.364,394.034,430.851,534.515,617.212,1037.43,635.997,502.952,1598.56,1486.07,1816.54,874.074,954.366,1345.34,1151.19,995.627,845.949,2005.51,550.729
VNG_0828H,43.8812,71.7369,152.198,76.3666,93.2202,106.918,270.643,137.161,207.376,293.898,391.645,261.489,314.608,185.067,206.783,171.443,303.578,207.165,235.195,0,112.271,141.254,0,0
VNG_0829G,23.8758,28.0266,32.9289,28.8505,29.7447,33.7552,91.6795,46.9261,57.2129,90.2943,206.513,89.7287,96.2282,240.321,155.255,186.2,219.805,144.291,148.08,220.266,190.854,270.14,242.278,147.641
VNG_0830G,21.6092,32.0916,30.5256,19.2315,23.4483,38.6318,77.926,23.5408,33.8624,49.7026,36.3639,46.4484,61.3395,17.1833,15.3598,15.9184,28.187,19.2351,29.1169,41.2483,62.5457,26.2308,14.436,0
VNG_0831G,8.68246,9.4944,11.4963,8.87148,9.20912,10.1705,16.7181,9.95304,14.7788,16.8367,25.7582,22.2018,21.9423,9.12878,24.48,31.0081,49.9152,30.6565,30.9372,65.7405,38.7659,0,7.66926,18.1443
VNG_0832C,21.1152,26.6802,31.5827,25.2385,25.8332,36.6045,91.6452,22.8867,39.2849,38.5601,226.217,44.2072,51.2869,213.792,137.356,123.784,175.349,119.66,260.38,192.452,129.697,163.18,314.319,159.35
VNG_0834C,499.071,571.444,550.623,515.678,494.385,549.365,402.673,281.494,352.689,207.441,20.6601,167.043,228.658,263.592,124.354,108.528,96.0861,98.3554,136.477,0,71.0703,100.595,49.2108,58.2125
VNG_0835G,403.596,379.585,342.274,304.001,261.116,310.509,211.628,208.376,282.734,227.72,306.784,180.852,175.37,807.673,499.818,249.405,645.455,452.057,394.786,0,150.762,331.943,208.782,123.487
VNG_0836H,8.81501,11.143,14.5344,3.77433,18.2874,15.143,93.4243,4.64848,19.7102,9.17402,316.133,13.5309,48.9566,392.135,237.853,345.969,91.8923,407.604,308.503,403.42,169.921,299.302,517.691,111.344
VNG_0837H,125.422,183.353,115.749,136.696,192.239,131.425,174.136,169.165,246.142,149.357,0,118.617,176.922,106.378,0,98.5469,0,59.5401,45.064,0,0,0,0,0
VNG_0838G,74.7743,96.9742,81.0708,79.2684,99.9946,62.4708,139.455,112.321,133.17,85.1628,32.6607,78.9433,89.373,11.575,20.6933,57.1891,31.6456,45.3502,39.2275,138.929,49.1541,35.3392,38.8977,23.0065
VNG_0840H,241.235,485.138,244.235,460.108,570.292,392.825,1601.5,630.759,1258.59,962.395,0,830.785,1238.65,0,1891.19,0,0,0,0,0,0,0,0,0
VNG_0841G,178.654,176.269,194.397,236.691,239.747,221.785,395.303,537.891,622.776,582.96,30.8511,508.207,427.542,21.8674,68.4138,27.0102,11.9569,61.1964,9.26352,157.477,26.5318,33.3812,73.485,86.9271
VNG_0845C,78.6341,69.114,60.0653,33.7024,46.1507,44.9503,84.6359,25.461,28.5183,39.8905,23.407,38.5676,57.3173,33.182,48.1985,25.6161,9.07178,27.8581,7.02831,39.8264,10.0649,25.3266,13.9384,32.9762
VNG_0846C,75.0756,77.3736,66.7451,69.406,59.479,64.2572,50.0462,61.2133,62.5968,45.1334,5.59119,51.0289,52.4777,95.1136,54.9086,39.1608,47.6732,13.3089,43.6499,19.0266,4.8084,6.04972,0,15.7539
VNG_0847H,466.683,417.128,378.421,354.462,299.81,347.298,188.047,290.247,251.868,361.438,80.8825,334.626,313.154,85.995,92.8833,97.3677,109.716,96.2634,66.7871,17.2025,43.4741,21.8789,60.2051,85.4616
VNG_0849C,552.982,547.708,608.197,631.872,688.046,627.897,581.188,838.109,817.569,1052.49,49.6336,1024.25,1020.14,35.1806,66.8251,76.0452,28.8546,34.4588,63.3389,105.563,90.705,40.2781,29.5559,52.4436
VNG_0851C,195.025,198.532,204.226,171.15,178.234,166.291,190.61,202.268,196.166,201.834,28.1736,208.898,195.193,106.505,62.4764,73.9983,72.7946,52.1597,56.3971,0,16.1528,30.4842,55.9229,0
VNG_0852C,110.529,93.6205,88.3721,119.326,121.98,110.278,203.316,221.748,224.558,418.183,190.04,329.006,303.572,493.906,306.034,381.289,454.197,389.531,542.094,80.8373,177.053,205.626,75.4437,267.732
VNG_0853C,1411.52,1339.44,1638.4,1400.85,1363.99,1494.49,1036.26,1258.24,1291.53,2418.57,251.692,2249.6,2436.03,254.858,148.078,110.179,167.225,285.29,172.742,305.892,432.908,38.9048,214.111,101.311
VNG_0854C,512.002,486.393,391.842,265.219,258.55,234.375,107.372,99.7528,88.6536,213.32,51.2814,174.665,197.626,24.2324,43.3215,37.4142,26.5,20.3444,20.5307,0,22.0509,9.24783,20.3581,24.0821
VNG_0857C,312.605,240.69,249.577,179.275,153.836,171.173,59.2946,104.404,65.238,99.1501,461.332,121.807,115.742,392.394,467.669,323.118,429.114,512.456,554.088,1098.92,476.092,399.333,659.315,2079.78
VNG_0858C,50.5552,48.1205,48.9366,62.1984,52.2214,52.5929,46.0117,85.475,83.2945,103.148,13.4004,109.672,100.797,25.3288,26.8859,33.2409,34.6238,24.809,29.507,0,11.5243,4.83312,10.6396,0
VNG_0860G,4892.11,4478.1,4172.17,3636.3,3503.89,3395.83,1271.75,1307.01,1256.9,1761.06,0,1268.78,1322.72,1800.61,2313.69,1668.06,1230.69,1385.73,2383.68,405.219,204.814,0,94.5453,0
VNG_0861H,112.592,91.1674,132.291,112.015,117.076,116.909,104.007,255.317,212.864,70.5376,484.609,117.55,89.6514,98.141,328.972,545.498,2361.15,3350.72,1080.94,235.586,178.612,149.815,82.4502,390.129
VNG_0862G,558.417,531.684,593.87,427.071,394.922,455.806,132.179,189.855,181.892,110.361,0,104.907,107.619,81.3525,134.53,100.485,88.9655,118.387,103.388,19.5286,0,12.4187,13.6692,64.6783
VNG_0863H,259.799,208.989,245.495,102.249,107.238,325.427,158.102,253.073,234.944,30.0422,3218.34,131.225,21.1741,1140.59,2293.98,2113.25,14967.9,14683,6764.49,1368.98,2767.76,3482.27,0,2267.03
VNG_0864G,176.052,143.302,179.472,706.669,891.607,245.309,124.001,256.427,155.476,104.525,78.7133,122.586,72.7589,318.814,244.608,285.499,188.851,169.519,211.588,31.8878,70.9166,32.4452,35.7122,31.6836
