,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.2.tp.3_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0151C,308.656,264.514,287.638,288.139,239.87,245.156,108.713,231.837,135.05,125.936,81.7173,168.506,104.198,347.53,77.6623,178.859,63.342,0,0,0,70.2766,88.419,0,0
VNG_0152G,498.684,501.055,558.11,547.452,575.939,595.72,393.1,569.248,550.148,327.508,45.6836,411.381,321.219,0,19.2963,19.9981,70.822,12.0824,0,0,0,0,18.1358,0
VNG_0153C,356.125,358.469,362.884,518.246,535.821,466.133,1341.89,1703.85,1871.6,1067.52,32.1091,1188.44,888.286,34.1387,66.1176,28.1116,37.3334,70.0611,43.3857,0,48.324,26.0568,9.5602,22.618
VNG_0154G,85.7449,91.0504,99.1059,109.466,107.273,109.605,148.411,208.907,204.638,185.067,47.6437,210.28,187.444,25.3276,24.5264,39.1052,32.314,37.8025,35.7644,30.3993,25.6084,45.1071,28.3709,50.341
VNG_0156C,31.7198,27.5211,34.9588,40.868,43.7681,47.5088,80.9984,129.844,129.934,146.666,85.8656,235.77,161.872,162.299,58.9368,43.8524,77.6504,34.0647,42.9708,48.6995,24.6147,30.9692,34.0876,40.323
VNG_0157G,6.40367,7.90251,6.10021,6.60256,7.00406,8.28563,26.7394,4.73436,8.88396,6.02074,34.5372,11.0067,18.4152,48.9603,78.7761,87.6885,128.501,98.6518,120.296,23.5057,41.5826,22.4218,49.359,19.4626
VNG_0158G,114.896,119.569,121.538,116.422,123.659,137.147,118.473,142.673,133.849,92.9399,9.42847,116.571,91.6416,13.3659,20.9081,20.6366,14.6167,29.9238,5.66209,16.0423,32.4338,10.2017,0,0
VNG_0159G,35.3098,34.5125,40.2849,34.1733,40.0061,38.3797,57.6582,70.0174,67.5875,71.4542,8.01474,91.1106,80.486,22.7236,17.7731,19.2966,12.425,12.7185,26.4721,6.81845,27.5706,26.0161,23.8632,11.2913
VNG_0160G,36.3564,37.7802,39.3534,55.1325,51.9501,52.9995,106.412,155.839,141.869,72.2655,32.758,83.7376,69.3138,63.3248,58.4914,54.7522,34.6253,28.3545,51.8631,35.4691,48.6604,32.2223,53.2004,58.7365
VNG_0161G,8414.79,9719.08,7968.68,7113.98,7506.65,5281.87,8625.03,13231.7,18184.5,39943.7,13.0919,36846.6,37827.7,27.8389,43.548,37.2516,40.5921,41.5508,66.8279,11.1378,11.259,0,7.796,36.8883
VNG_0162G,2552.68,3183.01,2586,2069.49,2490.95,1742.66,3797.94,4445.08,7028.44,15400.4,213.604,15368.3,14435.6,227.105,245.296,284.412,255.256,222.445,243.189,257.438,287.028,187.786,286.193,263.312
VNG_0163G,113.961,122.102,110.182,101.458,102.776,104.341,77.1308,75.0051,86.1896,48.647,162.366,61.9004,56.1308,142.288,122.512,85.2912,96.108,121.801,92.1874,145.666,251.341,146.934,87.8964,274.493
VNG_0164G,22.6575,22.8013,26.7471,17.3209,16.4501,18.9245,25.6228,20.3167,21.3641,16.0384,26.1102,16.1493,19.984,37.0141,33.086,30.4794,33.7316,41.4339,41.8133,44.4259,22.4547,47.0858,72.558,0
VNG_0166G,1572.38,1538.41,1632.19,1306.55,1279.38,1536.44,1033.5,1095.81,971.504,1079.07,317.611,1041.77,1145.01,234.13,237.456,200.21,196.954,151.204,129.7,194.547,218.516,453.63,257.219,465.355
VNG_0167H,459.96,381.565,419.112,319.582,297.085,220.377,163.175,389.981,367.16,753.94,999.294,776.975,581.995,2124.92,1266.28,1968.49,1549.18,1982.21,1500.27,1700.28,1718.78,0,595.061,1407.82
VNG_0168H,194.762,182.783,170.259,137.853,157.861,160.509,214.902,218.367,327.684,359.957,395.938,399.852,333.015,260.597,479.322,383.785,438.437,291.714,331.184,312.78,547.24,474.31,656.798,796.864
VNG_0170C,101.602,74.0001,80.0688,59.1087,60.7439,70.1695,60.8431,75.3903,50.7166,145.75,0,138.45,129.919,61.0238,13.6369,0,0,0,25.851,0,37.0202,0,51.2673,0
VNG_0171C,11.5265,11.1266,14.704,14.604,15.4737,14.2938,79.4152,16.9529,21.9199,26.9908,95.5727,38.2271,44.3881,19.355,73.5291,77.6974,31.7493,97.4975,73.7928,23.2307,105.676,29.5459,0,38.4699
VNG_0172G,40.6071,40.5161,36.8293,27.2418,25.3082,29.5755,29.4372,11.1205,12.2596,11.0224,8.94522,12.9947,17.4711,21.1347,13.2243,14.3579,16.1788,2.36584,21.4875,10.1467,17.95,6.45255,10.6534,33.6058
VNG_0174G,185.059,195.711,204.032,209.152,155.836,231.899,54.8854,75.5878,70.9324,36.6273,6.69414,40.576,42.0178,28.4691,19.0859,29.3037,33.7276,23.9014,32.1603,39.8648,20.1493,25.3509,35.8761,9.43083
VNG_0175G,421.489,475.899,495.059,451.321,393.321,600.108,209.709,315.402,338.407,273.535,58.6565,278.456,291.912,41.5761,65.0368,70.6117,79.5668,46.5406,88.0627,49.9014,201.778,444.269,244.502,1156.91
VNG_0176H,37.7406,36.465,42.8911,34.4926,33.7224,39.7208,86.7453,77.6894,120.845,1327.69,39.595,1536.67,1272.41,187.101,250.868,213.77,132.996,198.97,198.15,89.8266,34.0515,99.965,15.7187,37.1881
VNG_0177G,8038.8,8425.29,8930.54,7315.54,6115.62,8203.98,907.458,1564.07,1293.33,981.534,36.5435,857.785,756.156,0,5.78835,7.99847,42.4892,14.4976,32.9182,0,15.7136,0,0,0
VNG_0178H,264.417,251.408,234.703,240.784,231.593,228.047,130.792,216.812,201.91,163.457,9.13844,165.524,135.45,0,17.3699,8.00073,7.08353,43.505,10.9758,0,23.5771,9.88789,0,25.7488
VNG_0179C,263.459,241.428,249.915,149.9,140.243,162.686,133.204,146.856,164.275,168.959,0,148.917,176.447,0,12.8662,13.3341,0,24.1687,6.0975,17.276,8.73197,0,12.0925,0
VNG_0180G,10.7218,16.426,22.6128,62.4323,53.9485,66.0042,191.105,305.506,471.318,170.95,102.8,166.833,153.493,16.1923,28.9479,50.001,35.4152,27.1887,48.0159,19.4347,29.4693,0,13.6035,0
VNG_0181G,146.7,145.897,117.712,99.0345,136.924,102.85,171.706,112.986,113.779,127.799,92.2648,137.842,146.421,49.0484,43.8432,30.2918,8.93972,27.4526,76.1859,0,39.6737,12.4789,54.942,64.9922
VNG_0183G,1122.07,1087.6,901.923,981.974,1013.18,752.028,517.914,679.776,460.725,664.798,0,510.583,495.205,32.2297,18.0059,24.8809,8.81144,18.0391,13.6532,38.6835,58.6566,12.2999,13.5384,0
VNG_0184H,54.2392,44.9648,49.5432,36.9647,34.7992,44.8507,20.9974,33.5937,26.6514,15.1126,138.271,26.964,16.3421,213.834,199.105,176.082,146.153,179.525,211.364,128.326,162.153,122.408,164.675,106.254
VNG_0186G,697.961,736.595,605.02,634.476,678.451,604.652,321.621,465.166,430.536,147.927,40.0013,173.401,150.084,45.3651,111.515,112.068,49.6103,38.0865,62.4573,27.2245,27.5208,51.9382,76.2242,67.6255
VNG_0187H,141.025,132.483,132.457,88.9468,87.8289,117.304,64.639,61.8407,57.8677,85.4813,172.536,102.961,93.3771,470.364,529.764,354.401,545.244,568.652,422.424,67.7462,194.036,14.3605,94.8389,0
VNG_0188H,10.7626,12.6791,11.4896,11.7126,11.6785,13.7844,37.1942,19.7467,22.0087,20.5791,66.51,22.0284,27.187,34.2856,70.8714,68.8169,70.3013,52.7719,87.1447,82.3021,83.1976,98.1334,93.613,136.292
VNG_0189C,32.3582,42.1155,41.4109,27.094,30.6968,38.9382,136.042,27.4289,44.5007,36.0409,115.072,36.812,54.6712,81.5639,142.171,136.007,124.875,114.129,120.933,68.5276,98.9617,62.2547,137.047,210.751
VNG_0190C,261.308,261.881,235.587,151.291,147.46,190.091,104.135,38.3558,47.5978,33.5576,477.067,35.0865,48.6056,397.821,548.221,462.716,754.084,623.453,601.074,413.817,659.659,647.769,267.374,817.063
VNG_0192G,9520.25,13227.4,11706.6,16604.4,20490.3,16450.1,28740.1,27361.8,42148.4,55279.6,30.7586,48601.5,51170,65.4056,58.4645,67.3231,17.8816,61.0129,46.1787,0,6.61307,41.6014,18.3162,43.3333
VNG_0194H,109350,166652,141224,203021,246798,197150,408148,341879,487935,701717,830.423,546377,576212,2354.43,657.679,1635.83,643.69,988.339,1496.08,7771.2,1071.24,4492.63,3461.51,1169.91
VNG_0195H,1010.8,1021.2,881.489,966.095,800.423,875.031,420.449,978.228,780.905,1150.81,59.3622,855.085,750.206,84.1526,75.222,103.944,92.0275,70.6507,53.4733,0,102.103,0,0,83.6305
VNG_0196H,253.187,271.119,307.603,228.461,183.229,279.252,229.207,87.9983,102.931,42.7757,0,48.9195,139.891,144.163,96.6477,0,0,0,122.141,0,87.4565,0,0,0
VNG_0197C,263.304,240.528,233.307,232.139,195.803,240.168,103.544,195.553,179.787,76.6275,154.959,109.902,77.6677,158.651,117.27,90.4445,66.73,116.12,98.2274,175.773,118.457,158.352,143.539,169.796
VNG_0198H,3.05448,4.65556,5.56645,3.28524,7.98105,8.33681,22.5726,6.89863,11.172,8.78375,0,11.1615,22.9948,86.3488,57.8889,19.9981,23.6073,72.4946,36.5793,51.8198,0,0,0,0
VNG_0199H,15.2855,20.0715,16.3859,18.7419,22.3191,25.8481,44.3215,27.3823,26.1764,16.142,126.88,16.7214,18.7969,119.911,53.593,92.5702,0,33.5574,50.7971,359.807,145.489,137.286,151.11,119.168
VNG_0200C,3.3121,4.94804,5.7485,4.51227,5.27324,4.97852,14.8421,6.11306,5.03593,5.17048,74.7034,5.67064,11.1062,21.1801,14.1993,26.1612,46.3242,71.1275,53.8341,25.4213,64.2447,0,35.5876,42.0974
VNG_0203C,2.49405,2.59904,4.13194,2.22402,2.98632,4.98432,17.2724,6.59098,5.96195,5.30924,0,8.29251,11.725,45.7204,3.4057,14.1182,8.33315,8.52996,19.3682,0,9.24545,34.8967,12.8035,30.2912
VNG_0204H,2.73754,4.8679,5.77658,2.59103,5.10923,7.63419,24.3195,4.18835,7.57726,5.17324,13.6532,8.93157,12.9994,0,12.9757,5.97672,21.1662,0,8.1992,23.2307,11.7417,0,0,0
VNG_0205H,2.48138,5.98824,10.5514,1.35221,3.35206,7.45967,23.4744,3.43487,6.2141,5.16487,154.324,12.3056,12.7409,0,24.4443,101.333,0,0,46.3382,0,0,0,0,0
VNG_0207H,15147.1,21075.7,21399.9,23808.9,24556.9,32075.1,39847.4,27717.4,38463.1,60223.1,0,52125.2,54362.5,0,0,39.8073,0,36.0762,27.3049,0,0,49.1967,54.1506,0
VNG_0208H,10666.8,13659,14657.3,17543.7,17645.2,22577.8,27611.2,20661.4,28235.8,43748.3,28.6092,37701.3,41412.3,40.5568,9.06319,12.5237,88.7041,0,0,0,24.6038,0,0,0
VNG_0209H,9604.73,13498,14548.1,16432.8,17182.2,22578.4,26620.4,20709.7,27562.8,42911.3,17.0938,40498.1,42158.6,24.2324,32.4911,18.7071,26.5,0,15.398,14.5424,29.4012,18.4957,20.3581,24.0821
VNG_0210H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0212H,430.863,547.418,605.636,806.611,810.056,945.303,1837.87,1346.5,1518.88,1184.79,150.841,912.337,1118.56,89.0974,63.7137,88.041,116.922,99.7363,52.841,106.938,108.102,54.4038,134.734,247.925
VNG_0213H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0214C,83.1101,165.162,152.056,66.8636,116.258,152.83,402.793,41.7524,154.56,75.747,15.5263,83.7325,198.76,88.0412,63.9421,6.79667,72.21,36.9577,46.6202,26.4177,26.7051,33.5993,18.4913,0
VNG_0215C,29.564,47.3478,44.8879,33.7291,41.6462,56.2492,155.908,43.6817,97.5151,44.3257,204.296,45.3953,67.8403,340.721,148.474,140.722,176.987,121.573,140.728,189.138,180.861,204.797,164.591,211.629
VNG_0216H,6.54433,55.2764,55.6561,17.8315,35.3626,63.9404,224.835,72.4724,180.278,71.514,198.598,64.9092,153.612,0,377.486,86.9365,0,0,0,337.91,0,429.77,473.046,559.577
VNG_0217H,110.032,164.771,146.634,115.43,120.558,150.307,300.071,91.288,137.664,116.378,0,90.8705,166.809,24.053,16.1253,7.42745,13.1519,40.3877,50.9469,57.7389,0,36.7176,40.4148,47.8077
VNG_0218G,2.69942,4.13416,6.81145,3.64929,6.20624,6.4375,44.1989,8.26383,12.5778,15.5595,29.5805,20.5953,24.7889,76.8785,45.2927,64.7446,45.8579,19.5587,35.5281,25.1653,21.1993,16.0032,5.87156,0
VNG_0219H,98.9447,97.7524,103.037,132.614,158.387,145.318,202.629,375.851,533.35,173.563,39.9194,325.642,184.307,0,31.6154,17.4747,15.4715,31.6737,0,67.9219,17.1652,0,0,0
VNG_0220H,92.3064,106.251,98.865,150.906,146.845,142.172,223.451,365.955,482.856,191.816,19.1553,283.092,200.898,0,6.06826,25.1558,14.848,30.3973,23.0067,0,16.4735,20.7263,0,0
VNG_0222C,49.8507,52.9847,53.2198,74.0992,84.1784,78.6788,129.598,187.932,269.205,90.8469,6.71235,149.471,98.4958,38.062,25.5171,20.5684,41.6239,37.2811,40.3098,0,11.5452,7.26283,15.9883,18.913
VNG_0223G,32.6003,42.5748,36.7692,41.1906,52.7666,42.0181,80.0214,71.268,70.7512,51.9781,47.1423,67.0343,60.3654,80.1954,56.7505,82.5465,95.0084,89.7713,152.876,128.339,113.518,10.2017,33.6869,53.132
VNG_0226G,135.991,122.835,130.917,115.255,120.636,121.966,161.346,215.618,228.988,341.154,1335.51,359.684,338.777,882.736,669.661,756.781,1200.33,1098.66,1136.6,906.15,1627.68,336.88,243.949,507.888
VNG_0227H,1288.55,1219.81,1156.74,1691.66,1416.09,1380.97,1491.03,3910.61,4396.52,2876.7,688.718,2936.26,2394.8,1394.76,997.398,818.323,686.378,780.654,827.193,502.217,1438.43,1277.49,1288.95,2772.22
VNG_0228G,481.974,447.698,429.004,309.074,340.041,305.061,175.657,205.559,186.21,278.048,20.3007,228.804,250.277,57.5569,32.1555,17.7733,78.6788,16.1074,12.1912,0,69.8339,0,0,0
VNG_0230C,193.238,188.32,176.731,137.103,144.542,122.317,88.6692,93.8391,79.2413,126.614,85.1739,127.681,125.201,96.5949,102.533,117.448,99.032,77.7177,138.104,57.9686,65.9243,50.6875,45.6476,83.9962
VNG_0231C,241.428,200.38,209.371,304.399,268.813,255.381,229.549,504.258,442.375,410.504,83.8461,375.02,238.213,534.876,553.371,391.507,389.953,266.108,469.954,23.7771,48.0716,45.3612,33.2859,39.3746
VNG_0233H,9660.94,9604.2,9843.87,9234.58,7352.92,8282.13,2122.86,6523,6460.56,4333.33,2610.96,4173.3,3684.96,2220.8,992.56,685.772,1315.5,932.242,470.389,2221.25,2133.15,2118.82,932.868,1839.19
VNG_0234C,6850.13,7253.02,7288.06,6089.99,5731.99,6754.29,3280.45,4559.78,4720.55,3786.9,0,3537.25,3895.32,113.912,152.735,105.526,124.572,95.6354,96.5112,68.361,34.5524,43.4724,0,0
VNG_0237H,47801.4,50100.9,45400.5,41640.4,29753.9,39916.8,5532.02,14744.4,12187.7,6937.82,0,5949.68,5647.44,0,0,0,0,0,520.123,0,0,937.134,0,0
VNG_0238H,565.784,522.331,449.799,833.397,713.655,759.838,510.478,1061.78,1084.06,566.103,347.283,550.809,455.399,3200.03,2310.35,2128.33,2153.53,3306.59,2815.48,590.895,1045.32,939.41,1240.8,3914.07
VNG_0239C,9411.03,10002.6,9762.5,7183.91,6723.7,9150,1687.35,3515.46,2918.68,1839.04,0,1743.33,1630.57,0,0,0,0,0,35.8408,0,0,0,0,0
VNG_0240C,164.108,144.298,158.068,100.461,95.6156,108.503,88.8847,57.8392,83.3499,115.611,122.879,98.9618,123.653,38.71,86.5049,65.744,105.831,54.1653,114.789,139.384,152.643,206.821,113.824,230.819
VNG_0243C,57.0202,56.347,64.0497,45.8056,43.3282,50.3724,54.1872,32.1166,36.9299,25.6298,4.66861,30.3494,37.8591,6.61828,20.7057,32.699,3.61881,11.1128,39.251,0,12.045,10.103,22.2406,26.3089
VNG_0244H,56.3616,50.6769,51.6877,86.3457,73.3137,78.9115,113.79,146.978,136.252,101.893,86.0653,105.266,82.8177,48.8029,54.5297,82.8855,66.7123,95.603,93.0328,87.8629,44.4095,18.6247,82.0005,97.0003
VNG_0245G,318.086,328.414,298.525,235.201,225.099,223.929,109.557,167.238,184.895,183.439,18.4133,137.967,130.146,26.1029,29.166,8.06044,14.2728,87.6593,44.231,31.3298,15.8354,0,0,0
VNG_0247C,130.027,118.472,115.482,110.017,89.4749,92.6183,79.4338,99.9134,96.8905,84.5076,60.4049,83.0382,78.7153,528.056,267.902,431.891,1264.19,766.845,1632.38,51.3888,69.264,10.8931,0,28.3665
VNG_0248C,476.758,314.985,460.416,810.914,892.857,921.638,90.412,117.375,77.6263,71.3875,101.095,102.977,89.7745,214.971,152.125,88.5092,176.316,100.267,113.833,86.0057,76.0738,54.693,75.2504,142.425
VNG_0249G,462.114,326.547,452.873,903.13,881.014,1018.24,87.3259,105.73,68.4463,65.6536,44.7178,91.8203,87.0725,208.29,129.52,104.868,111.415,103.909,115.09,32.6084,96.1428,20.7365,15.2164,0
VNG_0250C,192.312,243.786,227.155,177.577,187.489,220.818,175.958,136.518,183.433,113.116,0,113.95,129.309,0,16.4504,28.4145,10.0628,0,31.1845,0,0,0,0,0
VNG_0251C,97.7543,105.463,88.7516,48.1744,64.8357,77.182,37.9541,29.7991,34.2463,31.5858,0,40.5444,46.3361,0,0,0,8.64603,0,0,18.9786,9.59258,0,0,0
VNG_0252C,349.296,384.236,282.666,242.89,246.306,268.292,164.054,191.578,206.536,160.724,25.5455,147.025,188.306,90.5339,28.3241,55.9128,49.503,81.0754,30.6817,43.4651,32.9535,27.6405,30.4237,0
VNG_0254G,1288.04,1792.79,1473.88,1536.72,1735.69,1286.73,2205.65,2826.98,3770.06,4806.2,0,4019.16,5541.85,26.2119,14.6439,20.2352,14.3324,14.6709,22.2078,15.7303,7.95074,10.0033,22.0211,0
VNG_0255C,315.274,311.895,285.385,224.089,246.976,238.013,125.413,103.425,87.5298,58.3183,17.8598,72.0465,59.7868,50.6366,79.21,70.3634,69.2189,42.5122,150.155,30.3881,46.0781,0,85.0815,0
VNG_0256H,305.15,324.186,321.851,221.193,299.818,265.386,150.654,122.979,110.033,72.0245,40.6013,105.888,76.4998,57.5569,237.95,151.073,330.451,257.718,292.588,34.5411,87.2924,43.931,120.887,0
VNG_0258H,17457.8,19202,22871.7,21626.3,18963.4,21937.6,11167.1,23393.1,24926.3,35830.8,94.4585,32900.3,34294.3,602.574,418.932,661.589,475.918,524.631,397.077,321.438,40.6169,153.308,0,133.075
VNG_0259G,5961.84,6889.11,6628.29,5345.63,5210.53,6631.03,2073.66,3291.26,3058.31,1169.42,0,1146.13,1066.93,30.333,94.8989,56.2001,33.1716,0,38.5492,72.8139,36.8031,0,0,0
VNG_0261H,3495.69,4273.53,5102.69,3285.11,3821.32,5392.76,8966.03,7210.66,14891.6,11111.6,0,12930.6,12791.2,1416.61,316.569,0,387.294,0,300.054,0,0,0,0,0
VNG_0262C,128.553,126.193,144.214,162.319,182.061,169.911,343.458,631.235,690.741,628.575,62.3238,710.898,476.356,55.2193,49.3593,68.2058,60.3867,49.4503,46.7842,0,46.8984,59.0056,37.1127,21.9507
VNG_0264H,542.842,561.049,518.74,580.525,579.223,512.852,412.208,661.409,610.018,494.77,289.332,445.113,371.122,314.165,337.38,361.102,410.369,410.292,536.046,303.754,402.354,273.095,109.973,433.634
VNG_0265G,427.048,445.936,444.086,542.289,519.763,518.488,641.105,801.375,885.808,932.896,106.147,753.269,711.197,81.0253,80.1867,46.4661,44.3038,90.7004,88.262,13.8929,91.2862,17.6696,19.4488,46.013
VNG_0266H,195.712,175.576,197.857,146.466,175.131,166.339,107.913,162.154,147.19,160.249,96.5548,214.305,174.246,301.13,354.819,312.776,224.529,383.053,405.889,32.8572,66.4294,20.8947,45.9973,108.823
VNG_0267H,78.6243,71.0551,67.5905,61.2548,65.925,62.2293,58.9644,56.2946,42.7745,51.2967,10.2853,65.0751,54.6494,14.5806,19.5499,4.50242,0,8.16082,6.17666,35.0005,8.84534,22.2577,0,57.9606
VNG_0268C,122.148,118.809,148.761,105.862,101.045,112.91,123.827,123.535,113.44,133.638,8.02729,172.205,152.825,11.3796,30.5158,14.0558,24.8889,31.8459,38.5651,0,13.8069,0,19.1204,45.2359
VNG_0270C,316.838,329.066,282.875,219.579,220.555,163.765,107.397,229.376,127.956,60.8654,69.5881,79.7845,58.1208,42.2781,100.777,56.5728,100.175,70.9896,53.7298,67.6586,102.592,32.2693,130.235,140.053
VNG_0271C,71.5024,61.844,71.507,38.9419,40.9465,37.0362,45.0563,26.0529,18.4639,17.8385,23.9203,19.7923,22.0024,11.3032,7.57776,10.4711,24.7219,6.32645,14.3649,13.5666,0,25.882,18.9921,44.9324
VNG_0272H,143.231,162.601,174.53,93.063,121.932,108.603,89.4612,62.5699,65.2651,36.1635,26.6821,48.3346,50.977,0,8.45269,23.3603,20.6823,21.1707,32.0469,0,45.893,0,31.7774,0
VNG_0274C,239.212,214.407,222.202,203.132,219.01,207.233,202.396,372.554,404.608,645.888,35.1907,749.846,604.11,49.8868,50.1667,61.6192,13.6388,83.7655,10.5666,29.9381,0,38.0767,62.8663,49.5773
VNG_0277G,54.9429,53.075,48.4796,50.2936,51.0763,45.7867,100.954,116.525,108.439,132.809,120.066,161.315,130.758,49.6435,61.8083,61.3187,77.5559,138.928,120.172,170.241,150.582,64.9561,23.8323,70.4794
VNG_0280H,26.65,24.1781,26.4743,47.663,45.1706,52.859,86.2001,159.766,153.363,81.642,95.0387,158.62,96.5652,296.402,255.914,174.734,191.537,203.601,165.514,113.194,138.946,267.365,79.2313,214.228
VNG_0281G,75.6008,64.5546,73.2713,61.664,73.3736,55.164,57.6206,95.8454,56.3691,25.3354,386.987,42.5676,28.8937,471.793,465.859,548.869,491.946,620.244,553.106,329.225,452.617,301.481,129.048,392.539
VNG_0282H,718.687,707.631,712.491,639.163,640.771,687.059,850.227,1154.02,788.315,1337.35,999.294,1354.36,1138.69,1416.61,791.422,218.721,387.294,792.882,1200.21,0,859.389,0,0,0
VNG_0283C,723.954,711.997,741.385,834.915,781.534,708.129,834.171,1330.38,1145.85,1802.01,395.738,1577.12,1674.74,690.465,597.903,333.144,707.886,772.911,493.587,362.567,183.256,32.9379,0,0
VNG_0284C,255.231,269.656,282.831,194.173,191.5,235.908,118.501,106.617,124.563,194.591,28.6303,175.534,174.796,40.5867,31.7445,35.51,33.2885,37.8608,8.59669,16.2379,12.311,20.6522,39.7806,26.8899
VNG_0285C,3595.36,4596.87,4525.96,5698.08,5187.19,6749.37,3023.54,3727.29,4407.82,1995.3,37.6547,1795.3,1931.98,0,11.9287,16.4834,0,0,22.6128,0,0,0,0,0
VNG_0286C,1948.84,2224.63,2258.28,2859.95,2661.36,3353.23,1977.07,3000.34,3344.81,1860.99,179.33,2021.55,1711.15,148.295,196.469,173.358,202.715,142.288,305.13,101.708,147.797,80.8485,88.9896,63.1607
VNG_0287H,1759.1,1651.53,2030.77,1698.39,1206.42,1177.48,793.294,1868.85,1510.24,1165.06,34519.4,1150.53,1168.68,84714.4,53798.3,56039.5,51363.1,67509.5,65523.5,39844.7,40949.6,5630.71,7127.35,9042.06
VNG_0289H,105.206,101.988,92.0046,65.8954,75.5706,78.3958,112.631,95.5851,130.918,352.115,46.2766,356.977,381.312,21.8674,73.3004,20.2577,23.9138,36.7178,55.5811,0,13.2659,16.6906,0,0
VNG_0291H,52.9666,52.5321,59.328,44.1406,48.5593,54.0319,149.165,192.061,344.794,1657.55,12.2462,1811.47,1487.37,34.7208,34.9156,53.608,75.9398,19.4333,73.5424,0,10.5317,13.2505,14.5848,0
VNG_0293H,488.259,499.342,576.921,716.29,534.906,571.695,1486.81,2948.03,5342.06,29196.6,92.2664,26087.5,25242.8,261.596,321.522,242.338,143.038,658.872,110.818,0,238.046,0,0,0
VNG_0294G,1399.1,1116.86,737.445,760.782,695.799,582.3,110.468,199.273,163.802,148.125,0,107.259,114.636,62.35,13.9333,28.8801,17.0462,104.693,26.4128,0,56.7371,0,0,0
VNG_0296H,141.912,129.122,117.276,89.528,94.4021,94.4071,74.051,89.5162,89.9628,65.6103,129.235,75.7563,70.3446,70.4635,179.509,117.497,130.998,110.428,101.49,50.744,76.9442,32.2693,35.5186,56.0211
VNG_0297H,106.802,109.496,105.298,93.864,97.1159,99.97,66.1387,109.786,100.07,69.1215,46.1324,79.6285,66.6523,130.796,54.804,65.6322,71.5177,9.15085,96.9638,58.87,79.3474,49.9157,13.7355,32.4961
VNG_0298H,27.8802,30.2771,29.4689,30.3863,31.4486,35.6214,44.6992,65.866,49.9214,21.4716,0,45.6268,41.3101,0,27.8704,15.4048,0,0,10.5666,0,0,19.0384,0,0
VNG_0300C,61.0098,59.4529,58.3648,48.9228,50.948,56.8532,45.0247,80.8425,70.2238,37.5538,13.7321,49.5881,38.2675,0,8.70047,6.01126,31.9328,10.8957,0,0,23.6191,0,0,0
VNG_0301C,476.476,472.833,339.743,243.194,257.65,258.885,129.773,77.0434,96.4619,78.4086,0,66.7591,99.5737,60.666,13.557,9.36668,49.7573,16.9775,12.8497,0,18.4016,46.3041,25.4833,120.579
VNG_0303G,2796.79,3443.43,2975.18,2432.52,2463.73,1627.6,1716.4,3611.56,3382.08,6199.76,18.6823,5259.6,5249.15,10.5937,138.491,27.8059,28.9627,17.788,29.1702,19.0725,16.0667,36.386,31.1499,52.64
VNG_0305G,19.375,19.7819,14.321,12.2934,20.1792,18.1765,45.1316,8.62742,11.4516,11.4216,38.5252,15.9581,18.7836,91.0231,48.818,56.2149,59.7246,40.7568,131.102,152.95,88.3508,138.949,229.411,289.467
VNG_0306C,53.0528,67.981,55.614,49.5065,53.7512,52.1344,163.752,51.3421,76.7178,61.9319,288.556,55.2973,75.4196,283.196,421.903,388.664,292.491,317.011,173.287,113.301,362.691,264.187,264.353,437.794
